fecha_fallecimiento,departamento,n,corte
2020-07-15,TACNA,1,2020-08-31
2020-07-15,UCAYALI,3,2020-08-31
2020-07-16,ANCASH,7,2020-08-31
2020-07-16,AREQUIPA,13,2020-08-31
2020-07-16,AYACUCHO,8,2020-08-31
2020-07-16,CAJAMARCA,5,2020-08-31
2020-07-16,CALLAO,7,2020-08-31
2020-07-16,CUSCO,5,2020-08-31
2020-07-16,HUANCAVELICA,2,2020-08-31
2020-07-16,HUANUCO,5,2020-08-31
2020-07-16,ICA,10,2020-08-31
2020-07-16,JUNIN,11,2020-08-31
2020-07-16,LA LIBERTAD,13,2020-08-31
2020-07-16,LAMBAYEQUE,5,2020-08-31
2020-07-16,LIMA,83,2020-08-31
2020-07-16,MADRE DE DIOS,1,2020-08-31
2020-07-16,MOQUEGUA,5,2020-08-31
2020-07-16,PASCO,1,2020-08-31
2020-07-16,PIURA,7,2020-08-31
2020-07-16,PUNO,2,2020-08-31
2020-07-16,SAN MARTIN,5,2020-08-31
2020-07-16,TACNA,3,2020-08-31
2020-07-16,UCAYALI,2,2020-08-31
2020-07-17,ANCASH,9,2020-08-31
2020-07-17,AREQUIPA,26,2020-08-31
2020-07-17,AYACUCHO,1,2020-08-31
2020-07-17,CAJAMARCA,2,2020-08-31
2020-07-17,CALLAO,9,2020-08-31
2020-07-17,CUSCO,2,2020-08-31
2020-07-17,HUANCAVELICA,1,2020-08-31
2020-07-17,HUANUCO,3,2020-08-31
2020-07-17,ICA,11,2020-08-31
2020-07-17,JUNIN,14,2020-08-31
2020-07-17,LA LIBERTAD,12,2020-08-31
2020-07-17,LAMBAYEQUE,4,2020-08-31
2020-07-17,LIMA,93,2020-08-31
2020-07-17,LORETO,2,2020-08-31
2020-07-17,MADRE DE DIOS,1,2020-08-31
2020-07-17,MOQUEGUA,2,2020-08-31
2020-07-17,PASCO,1,2020-08-31
2020-07-17,PIURA,1,2020-08-31
2020-07-17,PUNO,2,2020-08-31
2020-07-17,SAN MARTIN,3,2020-08-31
2020-07-17,TACNA,1,2020-08-31
2020-07-17,TUMBES,2,2020-08-31
2020-07-17,UCAYALI,1,2020-08-31
2020-07-18,AMAZONAS,2,2020-08-31
2020-07-18,ANCASH,9,2020-08-31
2020-07-18,APURIMAC,2,2020-08-31
2020-07-18,AREQUIPA,21,2020-08-31
2020-07-18,AYACUCHO,4,2020-08-31
2020-07-18,CAJAMARCA,2,2020-08-31
2020-07-18,CALLAO,6,2020-08-31
2020-07-18,CUSCO,4,2020-08-31
2020-07-18,HUANUCO,4,2020-08-31
2020-07-18,ICA,7,2020-08-31
2020-07-18,JUNIN,11,2020-08-31
2020-07-18,LA LIBERTAD,10,2020-08-31
2020-07-18,LAMBAYEQUE,2,2020-08-31
2020-07-18,LIMA,85,2020-08-31
2020-07-18,LORETO,1,2020-08-31
2020-07-18,MOQUEGUA,5,2020-08-31
2020-07-18,PASCO,2,2020-08-31
2020-07-18,PIURA,6,2020-08-31
2020-07-18,PUNO,5,2020-08-31
2020-07-18,SAN MARTIN,6,2020-08-31
2020-07-18,TACNA,1,2020-08-31
2020-07-18,TUMBES,1,2020-08-31
2020-07-18,UCAYALI,1,2020-08-31
2020-07-19,AMAZONAS,4,2020-08-31
2020-07-19,ANCASH,10,2020-08-31
2020-07-19,AREQUIPA,15,2020-08-31
2020-07-19,AYACUCHO,4,2020-08-31
2020-07-19,CAJAMARCA,4,2020-08-31
2020-07-19,CALLAO,9,2020-08-31
2020-07-19,CUSCO,1,2020-08-31
2020-07-19,HUANCAVELICA,1,2020-08-31
2020-07-19,HUANUCO,2,2020-08-31
2020-07-19,ICA,9,2020-08-31
2020-07-19,JUNIN,4,2020-08-31
2020-07-19,LA LIBERTAD,14,2020-08-31
2020-07-19,LAMBAYEQUE,9,2020-08-31
2020-07-19,LIMA,87,2020-08-31
2020-07-19,MADRE DE DIOS,1,2020-08-31
2020-07-19,MOQUEGUA,12,2020-08-31
2020-07-19,PIURA,6,2020-08-31
2020-07-19,PUNO,1,2020-08-31
2020-07-19,SAN MARTIN,5,2020-08-31
2020-07-19,TACNA,1,2020-08-31
2020-07-19,UCAYALI,1,2020-08-31
2020-07-20,AMAZONAS,2,2020-08-31
2020-07-20,ANCASH,3,2020-08-31
2020-07-20,APURIMAC,1,2020-08-31
2020-07-20,AREQUIPA,15,2020-08-31
2020-07-20,AYACUCHO,5,2020-08-31
2020-07-20,CAJAMARCA,2,2020-08-31
2020-07-20,CALLAO,3,2020-08-31
2020-07-20,CUSCO,5,2020-08-31
2020-07-20,HUANUCO,3,2020-08-31
2020-07-20,ICA,10,2020-08-31
2020-07-20,JUNIN,6,2020-08-31
2020-07-20,LA LIBERTAD,7,2020-08-31
2020-07-20,LAMBAYEQUE,1,2020-08-31
2020-07-20,LIMA,78,2020-08-31
2020-07-20,LORETO,2,2020-08-31
2020-07-20,MOQUEGUA,11,2020-08-31
2020-07-20,PASCO,1,2020-08-31
2020-07-20,PIURA,6,2020-08-31
2020-07-20,PUNO,1,2020-08-31
2020-07-20,SAN MARTIN,9,2020-08-31
2020-07-20,TACNA,1,2020-08-31
2020-07-20,TUMBES,1,2020-08-31
2020-07-21,AMAZONAS,1,2020-08-31
2020-07-21,ANCASH,5,2020-08-31
2020-07-21,APURIMAC,1,2020-08-31
2020-07-21,AREQUIPA,16,2020-08-31
2020-07-21,AYACUCHO,6,2020-08-31
2020-07-21,CAJAMARCA,1,2020-08-31
2020-07-21,CALLAO,4,2020-08-31
2020-07-21,CUSCO,2,2020-08-31
2020-07-21,HUANCAVELICA,2,2020-08-31
2020-07-21,HUANUCO,5,2020-08-31
2020-07-21,ICA,9,2020-08-31
2020-07-21,JUNIN,7,2020-08-31
2020-07-21,LA LIBERTAD,12,2020-08-31
2020-07-21,LAMBAYEQUE,4,2020-08-31
2020-07-21,LIMA,74,2020-08-31
2020-07-21,MADRE DE DIOS,1,2020-08-31
2020-07-21,MOQUEGUA,5,2020-08-31
2020-07-21,PIURA,6,2020-08-31
2020-07-21,PUNO,1,2020-08-31
2020-07-21,SAN MARTIN,7,2020-08-31
2020-07-21,UCAYALI,2,2020-08-31
2020-07-22,AMAZONAS,3,2020-08-31
2020-07-22,ANCASH,7,2020-08-31
2020-07-22,APURIMAC,2,2020-08-31
2020-07-22,AREQUIPA,27,2020-08-31
2020-07-22,AYACUCHO,5,2020-08-31
2020-07-22,CAJAMARCA,2,2020-08-31
2020-07-22,CALLAO,9,2020-08-31
2020-07-22,CUSCO,10,2020-08-31
2020-07-22,HUANUCO,2,2020-08-31
2020-07-22,ICA,7,2020-08-31
2020-07-22,JUNIN,11,2020-08-31
2020-07-22,LA LIBERTAD,17,2020-08-31
2020-07-22,LAMBAYEQUE,2,2020-08-31
2020-07-22,LIMA,86,2020-08-31
2020-07-22,LORETO,1,2020-08-31
2020-07-22,MOQUEGUA,4,2020-08-31
2020-07-22,PIURA,6,2020-08-31
2020-07-22,PUNO,1,2020-08-31
2020-07-22,SAN MARTIN,7,2020-08-31
2020-07-22,TACNA,3,2020-08-31
2020-07-22,TUMBES,1,2020-08-31
2020-07-23,AMAZONAS,2,2020-08-31
2020-07-23,ANCASH,6,2020-08-31
2020-07-23,AREQUIPA,21,2020-08-31
2020-07-23,AYACUCHO,8,2020-08-31
2020-07-23,CAJAMARCA,3,2020-08-31
2020-07-23,CALLAO,11,2020-08-31
2020-07-23,CUSCO,1,2020-08-31
2020-07-23,HUANCAVELICA,2,2020-08-31
2020-07-23,HUANUCO,5,2020-08-31
2020-07-23,ICA,10,2020-08-31
2020-07-23,JUNIN,9,2020-08-31
2020-07-23,LA LIBERTAD,14,2020-08-31
2020-07-23,LAMBAYEQUE,4,2020-08-31
2020-07-23,LIMA,82,2020-08-31
2020-07-23,MADRE DE DIOS,2,2020-08-31
2020-07-23,MOQUEGUA,2,2020-08-31
2020-07-23,PASCO,1,2020-08-31
2020-07-23,PIURA,7,2020-08-31
2020-07-23,PUNO,2,2020-08-31
2020-07-23,SAN MARTIN,7,2020-08-31
2020-07-23,TACNA,2,2020-08-31
2020-07-24,AMAZONAS,2,2020-08-31
2020-07-24,ANCASH,11,2020-08-31
2020-07-24,APURIMAC,1,2020-08-31
2020-07-24,AREQUIPA,15,2020-08-31
2020-07-24,AYACUCHO,8,2020-08-31
2020-07-24,CAJAMARCA,5,2020-08-31
2020-07-24,CALLAO,6,2020-08-31
2020-07-24,CUSCO,1,2020-08-31
2020-07-24,HUANUCO,3,2020-08-31
2020-07-24,ICA,6,2020-08-31
2020-07-24,JUNIN,12,2020-08-31
2020-07-24,LA LIBERTAD,14,2020-08-31
2020-07-24,LIMA,81,2020-08-31
2020-07-24,LORETO,2,2020-08-31
2020-07-24,MOQUEGUA,2,2020-08-31
2020-07-24,PIURA,5,2020-08-31
2020-07-24,PUNO,3,2020-08-31
2020-07-24,SAN MARTIN,1,2020-08-31
2020-07-24,TACNA,2,2020-08-31
2020-07-24,UCAYALI,2,2020-08-31
2020-07-25,AMAZONAS,4,2020-08-31
2020-07-25,ANCASH,8,2020-08-31
2020-07-25,APURIMAC,3,2020-08-31
2020-07-25,AREQUIPA,18,2020-08-31
2020-07-25,AYACUCHO,3,2020-08-31
2020-07-25,CAJAMARCA,8,2020-08-31
2020-07-25,CALLAO,1,2020-08-31
2020-07-25,CUSCO,4,2020-08-31
2020-07-25,HUANCAVELICA,3,2020-08-31
2020-07-25,HUANUCO,4,2020-08-31
2020-07-25,ICA,5,2020-08-31
2020-07-25,JUNIN,7,2020-08-31
2020-07-25,LA LIBERTAD,8,2020-08-31
2020-07-25,LAMBAYEQUE,3,2020-08-31
2020-07-25,LIMA,76,2020-08-31
2020-07-25,PASCO,2,2020-08-31
2020-07-25,PIURA,4,2020-08-31
2020-07-25,PUNO,4,2020-08-31
2020-07-25,TUMBES,1,2020-08-31
2020-07-26,AMAZONAS,2,2020-08-31
2020-07-26,ANCASH,3,2020-08-31
2020-07-26,APURIMAC,1,2020-08-31
2020-07-26,AREQUIPA,14,2020-08-31
2020-07-26,AYACUCHO,7,2020-08-31
2020-07-26,CAJAMARCA,4,2020-08-31
2020-07-26,CUSCO,2,2020-08-31
2020-07-26,HUANCAVELICA,1,2020-08-31
2020-07-26,HUANUCO,2,2020-08-31
2020-07-26,ICA,6,2020-08-31
2020-07-26,JUNIN,5,2020-08-31
2020-07-26,LA LIBERTAD,10,2020-08-31
2020-07-26,LAMBAYEQUE,3,2020-08-31
2020-07-26,LIMA,68,2020-08-31
2020-07-26,MOQUEGUA,1,2020-08-31
2020-07-26,PASCO,1,2020-08-31
2020-07-26,PIURA,5,2020-08-31
2020-07-26,PUNO,6,2020-08-31
2020-07-26,SAN MARTIN,2,2020-08-31
2020-07-26,UCAYALI,1,2020-08-31
2020-07-27,AMAZONAS,1,2020-08-31
2020-07-27,ANCASH,3,2020-08-31
2020-07-27,AREQUIPA,15,2020-08-31
2020-07-27,AYACUCHO,8,2020-08-31
2020-07-27,CAJAMARCA,3,2020-08-31
2020-07-27,CUSCO,2,2020-08-31
2020-07-27,HUANUCO,1,2020-08-31
2020-07-27,ICA,11,2020-08-31
2020-07-27,JUNIN,6,2020-08-31
2020-07-27,LA LIBERTAD,11,2020-08-31
2020-07-27,LAMBAYEQUE,4,2020-08-31
2020-07-27,LIMA,66,2020-08-31
2020-07-27,MOQUEGUA,2,2020-08-31
2020-07-27,PASCO,1,2020-08-31
2020-07-27,PIURA,3,2020-08-31
2020-07-27,PUNO,2,2020-08-31
2020-07-27,SAN MARTIN,1,2020-08-31
2020-07-27,TACNA,1,2020-08-31
2020-07-27,UCAYALI,2,2020-08-31
2020-07-28,ANCASH,5,2020-08-31
2020-07-28,APURIMAC,1,2020-08-31
2020-07-28,AREQUIPA,7,2020-08-31
2020-07-28,AYACUCHO,1,2020-08-31
2020-07-28,CAJAMARCA,2,2020-08-31
2020-07-28,CUSCO,5,2020-08-31
2020-07-28,ICA,7,2020-08-31
2020-07-28,JUNIN,12,2020-08-31
2020-07-28,LA LIBERTAD,7,2020-08-31
2020-07-28,LAMBAYEQUE,4,2020-08-31
2020-07-28,LIMA,87,2020-08-31
2020-07-28,LORETO,1,2020-08-31
2020-07-28,MADRE DE DIOS,1,2020-08-31
2020-07-28,MOQUEGUA,1,2020-08-31
2020-07-28,PIURA,2,2020-08-31
2020-07-28,PUNO,2,2020-08-31
2020-07-28,SAN MARTIN,1,2020-08-31
2020-07-29,AMAZONAS,1,2020-08-31
2020-07-29,ANCASH,7,2020-08-31
2020-07-29,APURIMAC,1,2020-08-31
2020-07-29,AREQUIPA,8,2020-08-31
2020-07-29,AYACUCHO,4,2020-08-31
2020-07-29,CAJAMARCA,2,2020-08-31
2020-07-29,CUSCO,2,2020-08-31
2020-07-29,HUANCAVELICA,1,2020-08-31
2020-07-29,HUANUCO,2,2020-08-31
2020-07-29,ICA,10,2020-08-31
2020-07-29,JUNIN,6,2020-08-31
2020-07-29,LA LIBERTAD,4,2020-08-31
2020-07-29,LAMBAYEQUE,1,2020-08-31
2020-07-29,LIMA,79,2020-08-31
2020-07-29,MOQUEGUA,2,2020-08-31
2020-07-29,PASCO,3,2020-08-31
2020-07-29,PIURA,3,2020-08-31
2020-07-29,SAN MARTIN,3,2020-08-31
2020-07-29,TACNA,3,2020-08-31
2020-07-29,TUMBES,2,2020-08-31
2020-07-29,UCAYALI,2,2020-08-31
2020-07-30,AMAZONAS,1,2020-08-31
2020-07-30,ANCASH,7,2020-08-31
2020-07-30,APURIMAC,1,2020-08-31
2020-07-30,AREQUIPA,15,2020-08-31
2020-07-30,AYACUCHO,7,2020-08-31
2020-07-30,CAJAMARCA,2,2020-08-31
2020-07-30,CUSCO,6,2020-08-31
2020-07-30,HUANUCO,2,2020-08-31
2020-07-30,ICA,7,2020-08-31
2020-07-30,JUNIN,8,2020-08-31
2020-07-30,LA LIBERTAD,10,2020-08-31
2020-07-30,LAMBAYEQUE,3,2020-08-31
2020-07-30,LIMA,71,2020-08-31
2020-07-30,LORETO,1,2020-08-31
2020-07-30,MADRE DE DIOS,3,2020-08-31
2020-07-30,MOQUEGUA,2,2020-08-31
2020-07-30,PASCO,2,2020-08-31
2020-07-30,PIURA,5,2020-08-31
2020-07-30,PUNO,1,2020-08-31
2020-07-30,SAN MARTIN,6,2020-08-31
2020-07-30,TACNA,2,2020-08-31
2020-07-30,TUMBES,3,2020-08-31
2020-07-31,AMAZONAS,2,2020-08-31
2020-07-31,ANCASH,2,2020-08-31
2020-07-31,APURIMAC,1,2020-08-31
2020-07-31,AREQUIPA,14,2020-08-31
2020-07-31,AYACUCHO,5,2020-08-31
2020-07-31,CAJAMARCA,2,2020-08-31
2020-07-31,CUSCO,8,2020-08-31
2020-07-31,HUANUCO,1,2020-08-31
2020-07-31,ICA,10,2020-08-31
2020-07-31,JUNIN,4,2020-08-31
2020-07-31,LA LIBERTAD,14,2020-08-31
2020-07-31,LAMBAYEQUE,6,2020-08-31
2020-07-31,LIMA,82,2020-08-31
2020-07-31,MOQUEGUA,3,2020-08-31
2020-07-31,PASCO,2,2020-08-31
2020-07-31,PIURA,1,2020-08-31
2020-07-31,PUNO,5,2020-08-31
2020-07-31,SAN MARTIN,3,2020-08-31
2020-07-31,TACNA,1,2020-08-31
2020-08-01,AMAZONAS,1,2020-08-31
2020-08-01,ANCASH,5,2020-08-31
2020-08-01,AREQUIPA,21,2020-08-31
2020-08-01,AYACUCHO,4,2020-08-31
2020-08-01,CAJAMARCA,5,2020-08-31
2020-08-01,CUSCO,10,2020-08-31
2020-08-01,HUANUCO,2,2020-08-31
2020-08-01,ICA,11,2020-08-31
2020-08-01,JUNIN,12,2020-08-31
2020-08-01,LA LIBERTAD,8,2020-08-31
2020-08-01,LAMBAYEQUE,1,2020-08-31
2020-08-01,LIMA,93,2020-08-31
2020-08-01,LORETO,3,2020-08-31
2020-08-01,MADRE DE DIOS,4,2020-08-31
2020-08-01,MOQUEGUA,7,2020-08-31
2020-08-01,PASCO,1,2020-08-31
2020-08-01,PIURA,8,2020-08-31
2020-08-01,PUNO,4,2020-08-31
2020-08-01,SAN MARTIN,1,2020-08-31
2020-08-01,TACNA,1,2020-08-31
2020-08-01,UCAYALI,2,2020-08-31
2020-08-02,AMAZONAS,1,2020-08-31
2020-08-02,ANCASH,6,2020-08-31
2020-08-02,AREQUIPA,16,2020-08-31
2020-08-02,AYACUCHO,4,2020-08-31
2020-08-02,CAJAMARCA,3,2020-08-31
2020-08-02,CUSCO,9,2020-08-31
2020-08-02,HUANCAVELICA,1,2020-08-31
2020-08-02,HUANUCO,1,2020-08-31
2020-08-02,ICA,11,2020-08-31
2020-08-02,JUNIN,7,2020-08-31
2020-08-02,LA LIBERTAD,10,2020-08-31
2020-08-02,LAMBAYEQUE,9,2020-08-31
2020-08-02,LIMA,70,2020-08-31
2020-08-02,LORETO,2,2020-08-31
2020-08-02,MOQUEGUA,1,2020-08-31
2020-08-02,PIURA,8,2020-08-31
2020-08-02,PUNO,5,2020-08-31
2020-08-02,SAN MARTIN,3,2020-08-31
2020-08-02,UCAYALI,1,2020-08-31
2020-08-03,AMAZONAS,1,2020-08-31
2020-08-03,ANCASH,4,2020-08-31
2020-08-03,AREQUIPA,14,2020-08-31
2020-08-03,AYACUCHO,6,2020-08-31
2020-08-03,CAJAMARCA,5,2020-08-31
2020-08-03,CUSCO,4,2020-08-31
2020-08-03,HUANUCO,6,2020-08-31
2020-08-03,ICA,12,2020-08-31
2020-08-03,JUNIN,6,2020-08-31
2020-08-03,LA LIBERTAD,6,2020-08-31
2020-08-03,LAMBAYEQUE,3,2020-08-31
2020-08-03,LORETO,1,2020-08-31
2020-08-03,PIURA,2,2020-08-31
2020-08-03,PUNO,1,2020-08-31
2020-08-04,AMAZONAS,1,2020-08-31
2020-08-04,ANCASH,12,2020-08-31
2020-08-04,APURIMAC,1,2020-08-31
2020-08-04,AREQUIPA,25,2020-08-31
2020-08-04,AYACUCHO,6,2020-08-31
2020-08-04,CAJAMARCA,7,2020-08-31
2020-08-04,CALLAO,3,2020-08-31
2020-08-04,CUSCO,10,2020-08-31
2020-08-04,HUANUCO,6,2020-08-31
2020-08-04,ICA,13,2020-08-31
2020-08-04,JUNIN,10,2020-08-31
2020-08-04,LA LIBERTAD,12,2020-08-31
2020-08-04,LAMBAYEQUE,4,2020-08-31
2020-08-04,LIMA,87,2020-08-31
2020-08-04,LORETO,3,2020-08-31
2020-08-04,MADRE DE DIOS,2,2020-08-31
2020-08-04,MOQUEGUA,8,2020-08-31
2020-08-04,PASCO,2,2020-08-31
2020-08-04,PIURA,13,2020-08-31
2020-08-04,PUNO,2,2020-08-31
2020-08-04,SAN MARTIN,1,2020-08-31
2020-08-04,TACNA,1,2020-08-31
2020-08-05,ANCASH,10,2020-08-31
2020-08-05,AREQUIPA,9,2020-08-31
2020-08-05,AYACUCHO,2,2020-08-31
2020-08-05,CAJAMARCA,1,2020-08-31
2020-08-05,CALLAO,7,2020-08-31
2020-08-05,CUSCO,2,2020-08-31
2020-08-05,HUANUCO,1,2020-08-31
2020-08-05,ICA,12,2020-08-31
2020-08-05,JUNIN,8,2020-08-31
2020-08-05,LA LIBERTAD,6,2020-08-31
2020-08-05,LAMBAYEQUE,7,2020-08-31
2020-08-05,LIMA,84,2020-08-31
2020-08-05,LORETO,2,2020-08-31
2020-08-05,MOQUEGUA,1,2020-08-31
2020-08-05,PIURA,8,2020-08-31
2020-08-05,PUNO,4,2020-08-31
2020-08-05,SAN MARTIN,3,2020-08-31
2020-08-05,TACNA,4,2020-08-31
2020-08-05,UCAYALI,2,2020-08-31
2020-08-06,ANCASH,4,2020-08-31
2020-08-06,AREQUIPA,27,2020-08-31
2020-08-06,AYACUCHO,1,2020-08-31
2020-08-06,CAJAMARCA,10,2020-08-31
2020-08-06,CALLAO,13,2020-08-31
2020-08-06,CUSCO,8,2020-08-31
2020-08-06,HUANCAVELICA,2,2020-08-31
2020-08-06,HUANUCO,2,2020-08-31
2020-08-06,ICA,11,2020-08-31
2020-08-06,JUNIN,3,2020-08-31
2020-08-06,LA LIBERTAD,15,2020-08-31
2020-08-06,LAMBAYEQUE,2,2020-08-31
2020-08-06,LIMA,117,2020-08-31
2020-08-06,LORETO,2,2020-08-31
2020-08-06,MOQUEGUA,2,2020-08-31
2020-08-06,PIURA,3,2020-08-31
2020-08-06,PUNO,2,2020-08-31
2020-08-06,SAN MARTIN,2,2020-08-31
2020-08-06,TACNA,1,2020-08-31
2020-08-07,AMAZONAS,2,2020-08-31
2020-08-07,ANCASH,5,2020-08-31
2020-08-07,APURIMAC,1,2020-08-31
2020-08-07,AREQUIPA,13,2020-08-31
2020-08-07,AYACUCHO,2,2020-08-31
2020-08-07,CAJAMARCA,4,2020-08-31
2020-08-07,CALLAO,8,2020-08-31
2020-08-07,CUSCO,6,2020-08-31
2020-08-07,HUANUCO,7,2020-08-31
2020-08-07,ICA,11,2020-08-31
2020-08-07,JUNIN,7,2020-08-31
2020-08-07,LA LIBERTAD,4,2020-08-31
2020-08-07,LAMBAYEQUE,6,2020-08-31
2020-08-07,LIMA,75,2020-08-31
2020-08-07,LORETO,3,2020-08-31
2020-08-07,MADRE DE DIOS,1,2020-08-31
2020-08-07,MOQUEGUA,8,2020-08-31
2020-08-07,PASCO,1,2020-08-31
2020-08-07,PIURA,5,2020-08-31
2020-08-07,PUNO,6,2020-08-31
2020-08-07,SAN MARTIN,2,2020-08-31
2020-08-07,TACNA,3,2020-08-31
2020-08-07,TUMBES,1,2020-08-31
2020-08-07,UCAYALI,1,2020-08-31
2020-08-08,ANCASH,5,2020-08-31
2020-08-08,APURIMAC,4,2020-08-31
2020-08-08,AREQUIPA,11,2020-08-31
2020-08-08,AYACUCHO,2,2020-08-31
2020-08-08,CAJAMARCA,4,2020-08-31
2020-08-08,CALLAO,10,2020-08-31
2020-08-08,CUSCO,6,2020-08-31
2020-08-08,HUANCAVELICA,2,2020-08-31
2020-08-08,HUANUCO,3,2020-08-31
2020-08-08,ICA,7,2020-08-31
2020-08-08,JUNIN,15,2020-08-31
2020-08-08,LA LIBERTAD,8,2020-08-31
2020-08-08,LAMBAYEQUE,3,2020-08-31
2020-08-08,LIMA,121,2020-08-31
2020-08-08,LORETO,3,2020-08-31
2020-08-08,MOQUEGUA,3,2020-08-31
2020-08-08,PIURA,7,2020-08-31
2020-08-08,PUNO,8,2020-08-31
2020-08-08,SAN MARTIN,1,2020-08-31
2020-08-08,TACNA,5,2020-08-31
2020-08-09,AMAZONAS,3,2020-08-31
2020-08-09,ANCASH,4,2020-08-31
2020-08-09,AREQUIPA,19,2020-08-31
2020-08-09,CAJAMARCA,3,2020-08-31
2020-08-09,CALLAO,5,2020-08-31
2020-08-09,CUSCO,1,2020-08-31
2020-08-09,HUANCAVELICA,1,2020-08-31
2020-08-09,HUANUCO,2,2020-08-31
2020-08-09,ICA,7,2020-08-31
2020-08-09,JUNIN,8,2020-08-31
2020-08-09,LA LIBERTAD,8,2020-08-31
2020-08-09,LAMBAYEQUE,3,2020-08-31
2020-08-09,LIMA,81,2020-08-31
2020-08-09,LORETO,1,2020-08-31
2020-08-09,PASCO,1,2020-08-31
2020-08-09,PIURA,2,2020-08-31
2020-08-09,PUNO,3,2020-08-31
2020-08-09,SAN MARTIN,1,2020-08-31
2020-08-10,AMAZONAS,4,2020-08-31
2020-08-10,ANCASH,5,2020-08-31
2020-08-10,APURIMAC,1,2020-08-31
2020-08-10,AREQUIPA,16,2020-08-31
2020-08-10,CAJAMARCA,8,2020-08-31
2020-08-10,CALLAO,2,2020-08-31
2020-08-10,CUSCO,6,2020-08-31
2020-08-10,HUANCAVELICA,5,2020-08-31
2020-08-10,HUANUCO,3,2020-08-31
2020-08-10,ICA,11,2020-08-31
2020-08-10,JUNIN,8,2020-08-31
2020-08-10,LA LIBERTAD,15,2020-08-31
2020-08-10,LAMBAYEQUE,5,2020-08-31
2020-08-10,LIMA,106,2020-08-31
2020-08-10,LORETO,1,2020-08-31
2020-08-10,MADRE DE DIOS,2,2020-08-31
2020-08-10,MOQUEGUA,6,2020-08-31
2020-08-10,PASCO,3,2020-08-31
2020-08-10,PIURA,7,2020-08-31
2020-08-10,PUNO,5,2020-08-31
2020-08-10,SAN MARTIN,2,2020-08-31
2020-08-10,TACNA,6,2020-08-31
2020-08-10,UCAYALI,1,2020-08-31
2020-08-11,AMAZONAS,1,2020-08-31
2020-08-11,ANCASH,6,2020-08-31
2020-08-11,AREQUIPA,10,2020-08-31
2020-08-11,CAJAMARCA,3,2020-08-31
2020-08-11,CALLAO,9,2020-08-31
2020-08-11,CUSCO,5,2020-08-31
2020-08-11,HUANCAVELICA,1,2020-08-31
2020-08-11,ICA,6,2020-08-31
2020-08-11,JUNIN,6,2020-08-31
2020-08-11,LA LIBERTAD,10,2020-08-31
2020-08-11,LAMBAYEQUE,2,2020-08-31
2020-08-11,LIMA,84,2020-08-31
2020-08-11,MOQUEGUA,3,2020-08-31
2020-08-11,PASCO,1,2020-08-31
2020-08-11,PIURA,4,2020-08-31
2020-08-11,PUNO,4,2020-08-31
2020-08-11,SAN MARTIN,1,2020-08-31
2020-08-11,TUMBES,1,2020-08-31
2020-08-12,ANCASH,4,2020-08-31
2020-08-12,APURIMAC,2,2020-08-31
2020-08-12,AREQUIPA,10,2020-08-31
2020-08-12,AYACUCHO,1,2020-08-31
2020-08-12,CAJAMARCA,4,2020-08-31
2020-08-12,CALLAO,5,2020-08-31
2020-08-12,CUSCO,7,2020-08-31
2020-08-12,HUANCAVELICA,2,2020-08-31
2020-08-12,HUANUCO,1,2020-08-31
2020-08-12,ICA,6,2020-08-31
2020-08-12,JUNIN,11,2020-08-31
2020-08-12,LA LIBERTAD,7,2020-08-31
2020-08-12,LAMBAYEQUE,2,2020-08-31
2020-08-12,LIMA,90,2020-08-31
2020-08-12,MADRE DE DIOS,1,2020-08-31
2020-08-12,MOQUEGUA,4,2020-08-31
2020-08-12,PIURA,4,2020-08-31
2020-08-12,PUNO,1,2020-08-31
2020-08-12,SAN MARTIN,4,2020-08-31
2020-08-12,TACNA,2,2020-08-31
2020-08-13,AMAZONAS,1,2020-08-31
2020-08-13,ANCASH,7,2020-08-31
2020-08-13,APURIMAC,1,2020-08-31
2020-08-13,AREQUIPA,12,2020-08-31
2020-08-13,CAJAMARCA,2,2020-08-31
2020-08-13,CALLAO,6,2020-08-31
2020-08-13,CUSCO,5,2020-08-31
2020-08-13,HUANCAVELICA,5,2020-08-31
2020-08-13,HUANUCO,1,2020-08-31
2020-08-13,ICA,1,2020-08-31
2020-08-13,JUNIN,7,2020-08-31
2020-08-13,LA LIBERTAD,9,2020-08-31
2020-08-13,LAMBAYEQUE,4,2020-08-31
2020-08-13,LIMA,61,2020-08-31
2020-08-13,LORETO,1,2020-08-31
2020-08-13,MADRE DE DIOS,2,2020-08-31
2020-08-13,MOQUEGUA,3,2020-08-31
2020-08-13,PASCO,1,2020-08-31
2020-08-13,PIURA,9,2020-08-31
2020-08-13,PUNO,5,2020-08-31
2020-08-13,SAN MARTIN,5,2020-08-31
2020-08-13,TACNA,7,2020-08-31
2020-08-13,TUMBES,2,2020-08-31
2020-08-13,UCAYALI,1,2020-08-31
2020-08-14,ANCASH,10,2020-08-31
2020-08-14,APURIMAC,2,2020-08-31
2020-08-14,AREQUIPA,11,2020-08-31
2020-08-14,AYACUCHO,2,2020-08-31
2020-08-14,CAJAMARCA,5,2020-08-31
2020-08-14,CALLAO,12,2020-08-31
2020-08-14,CUSCO,9,2020-08-31
2020-08-14,HUANCAVELICA,2,2020-08-31
2020-08-14,HUANUCO,7,2020-08-31
2020-08-14,ICA,5,2020-08-31
2020-08-14,JUNIN,8,2020-08-31
2020-08-14,LA LIBERTAD,11,2020-08-31
