fecha_fallecimiento,departamento,n,corte
2020-10-21,TACNA,1,2020-11-16
2020-10-22,ANCASH,3,2020-11-16
2020-10-22,AREQUIPA,2,2020-11-16
2020-10-22,AYACUCHO,1,2020-11-16
2020-10-22,CALLAO,1,2020-11-16
2020-10-22,CUSCO,2,2020-11-16
2020-10-22,ICA,2,2020-11-16
2020-10-22,JUNIN,2,2020-11-16
2020-10-22,LA LIBERTAD,2,2020-11-16
2020-10-22,LAMBAYEQUE,3,2020-11-16
2020-10-22,LIMA,26,2020-11-16
2020-10-22,MOQUEGUA,1,2020-11-16
2020-10-22,PUNO,2,2020-11-16
2020-10-22,TACNA,1,2020-11-16
2020-10-22,TUMBES,1,2020-11-16
2020-10-23,AMAZONAS,1,2020-11-16
2020-10-23,ANCASH,2,2020-11-16
2020-10-23,APURIMAC,2,2020-11-16
2020-10-23,AREQUIPA,5,2020-11-16
2020-10-23,AYACUCHO,1,2020-11-16
2020-10-23,CAJAMARCA,2,2020-11-16
2020-10-23,CALLAO,3,2020-11-16
2020-10-23,CUSCO,2,2020-11-16
2020-10-23,ICA,1,2020-11-16
2020-10-23,JUNIN,4,2020-11-16
2020-10-23,LA LIBERTAD,3,2020-11-16
2020-10-23,LAMBAYEQUE,3,2020-11-16
2020-10-23,LIMA,21,2020-11-16
2020-10-23,LORETO,1,2020-11-16
2020-10-23,MOQUEGUA,1,2020-11-16
2020-10-23,PASCO,1,2020-11-16
2020-10-23,PUNO,2,2020-11-16
2020-10-23,SAN MARTIN,5,2020-11-16
2020-10-23,TACNA,2,2020-11-16
2020-10-24,ANCASH,1,2020-11-16
2020-10-24,AREQUIPA,2,2020-11-16
2020-10-24,AYACUCHO,1,2020-11-16
2020-10-24,CAJAMARCA,4,2020-11-16
2020-10-24,CALLAO,2,2020-11-16
2020-10-24,CUSCO,2,2020-11-16
2020-10-24,HUANUCO,4,2020-11-16
2020-10-24,ICA,1,2020-11-16
2020-10-24,JUNIN,7,2020-11-16
2020-10-24,LA LIBERTAD,3,2020-11-16
2020-10-24,LAMBAYEQUE,3,2020-11-16
2020-10-24,LIMA,16,2020-11-16
2020-10-24,LORETO,1,2020-11-16
2020-10-24,MADRE DE DIOS,1,2020-11-16
2020-10-24,PIURA,3,2020-11-16
2020-10-24,SAN MARTIN,1,2020-11-16
2020-10-24,TACNA,2,2020-11-16
2020-10-25,ANCASH,1,2020-11-16
2020-10-25,AREQUIPA,2,2020-11-16
2020-10-25,AYACUCHO,1,2020-11-16
2020-10-25,CAJAMARCA,1,2020-11-16
2020-10-25,CALLAO,1,2020-11-16
2020-10-25,CUSCO,2,2020-11-16
2020-10-25,HUANCAVELICA,2,2020-11-16
2020-10-25,ICA,1,2020-11-16
2020-10-25,JUNIN,1,2020-11-16
2020-10-25,LA LIBERTAD,1,2020-11-16
2020-10-25,LAMBAYEQUE,1,2020-11-16
2020-10-25,LIMA,26,2020-11-16
2020-10-25,LORETO,1,2020-11-16
2020-10-25,MOQUEGUA,1,2020-11-16
2020-10-25,PUNO,2,2020-11-16
2020-10-25,SAN MARTIN,2,2020-11-16
2020-10-25,TACNA,2,2020-11-16
2020-10-26,ANCASH,3,2020-11-16
2020-10-26,APURIMAC,1,2020-11-16
2020-10-26,AREQUIPA,7,2020-11-16
2020-10-26,AYACUCHO,2,2020-11-16
2020-10-26,CALLAO,2,2020-11-16
2020-10-26,CUSCO,1,2020-11-16
2020-10-26,HUANCAVELICA,1,2020-11-16
2020-10-26,HUANUCO,3,2020-11-16
2020-10-26,ICA,2,2020-11-16
2020-10-26,LA LIBERTAD,4,2020-11-16
2020-10-26,LIMA,28,2020-11-16
2020-10-26,MADRE DE DIOS,1,2020-11-16
2020-10-26,PIURA,3,2020-11-16
2020-10-26,SAN MARTIN,1,2020-11-16
2020-10-26,TACNA,1,2020-11-16
2020-10-27,ANCASH,1,2020-11-16
2020-10-27,APURIMAC,2,2020-11-16
2020-10-27,AREQUIPA,3,2020-11-16
2020-10-27,CALLAO,3,2020-11-16
2020-10-27,CUSCO,2,2020-11-16
2020-10-27,HUANUCO,2,2020-11-16
2020-10-27,ICA,4,2020-11-16
2020-10-27,JUNIN,6,2020-11-16
2020-10-27,LA LIBERTAD,5,2020-11-16
2020-10-27,LAMBAYEQUE,3,2020-11-16
2020-10-27,LIMA,22,2020-11-16
2020-10-27,PIURA,1,2020-11-16
2020-10-27,PUNO,3,2020-11-16
2020-10-27,TACNA,1,2020-11-16
2020-10-28,ANCASH,4,2020-11-16
2020-10-28,APURIMAC,1,2020-11-16
2020-10-28,AREQUIPA,2,2020-11-16
2020-10-28,CAJAMARCA,2,2020-11-16
2020-10-28,CALLAO,2,2020-11-16
2020-10-28,HUANUCO,2,2020-11-16
2020-10-28,ICA,2,2020-11-16
2020-10-28,LA LIBERTAD,3,2020-11-16
2020-10-28,LAMBAYEQUE,2,2020-11-16
2020-10-28,LIMA,22,2020-11-16
2020-10-28,PUNO,1,2020-11-16
2020-10-28,SAN MARTIN,3,2020-11-16
2020-10-28,TUMBES,1,2020-11-16
2020-10-29,ANCASH,2,2020-11-16
2020-10-29,AREQUIPA,2,2020-11-16
2020-10-29,AYACUCHO,1,2020-11-16
2020-10-29,CAJAMARCA,2,2020-11-16
2020-10-29,CUSCO,1,2020-11-16
2020-10-29,HUANUCO,1,2020-11-16
2020-10-29,ICA,3,2020-11-16
2020-10-29,JUNIN,3,2020-11-16
2020-10-29,LA LIBERTAD,5,2020-11-16
2020-10-29,LAMBAYEQUE,2,2020-11-16
2020-10-29,LIMA,23,2020-11-16
2020-10-29,MOQUEGUA,1,2020-11-16
2020-10-29,PIURA,1,2020-11-16
2020-10-29,SAN MARTIN,1,2020-11-16
2020-10-29,UCAYALI,1,2020-11-16
2020-10-30,AMAZONAS,1,2020-11-16
2020-10-30,ANCASH,3,2020-11-16
2020-10-30,APURIMAC,2,2020-11-16
2020-10-30,AREQUIPA,5,2020-11-16
2020-10-30,AYACUCHO,1,2020-11-16
2020-10-30,CAJAMARCA,1,2020-11-16
2020-10-30,CALLAO,3,2020-11-16
2020-10-30,ICA,4,2020-11-16
2020-10-30,JUNIN,3,2020-11-16
2020-10-30,LA LIBERTAD,2,2020-11-16
2020-10-30,LAMBAYEQUE,2,2020-11-16
2020-10-30,LIMA,30,2020-11-16
2020-10-30,LORETO,1,2020-11-16
2020-10-30,MADRE DE DIOS,1,2020-11-16
2020-10-30,PIURA,1,2020-11-16
2020-10-30,PUNO,2,2020-11-16
2020-10-30,SAN MARTIN,1,2020-11-16
2020-10-30,TACNA,1,2020-11-16
2020-10-30,UCAYALI,1,2020-11-16
2020-10-31,AMAZONAS,1,2020-11-16
2020-10-31,ANCASH,4,2020-11-16
2020-10-31,APURIMAC,2,2020-11-16
2020-10-31,AREQUIPA,1,2020-11-16
2020-10-31,CAJAMARCA,2,2020-11-16
2020-10-31,CALLAO,3,2020-11-16
2020-10-31,HUANCAVELICA,1,2020-11-16
2020-10-31,ICA,2,2020-11-16
2020-10-31,JUNIN,4,2020-11-16
2020-10-31,LA LIBERTAD,1,2020-11-16
2020-10-31,LAMBAYEQUE,3,2020-11-16
2020-10-31,LIMA,17,2020-11-16
2020-10-31,LORETO,1,2020-11-16
2020-10-31,MOQUEGUA,1,2020-11-16
2020-10-31,PIURA,3,2020-11-16
2020-10-31,PUNO,1,2020-11-16
2020-10-31,SAN MARTIN,1,2020-11-16
2020-10-31,TACNA,1,2020-11-16
2020-10-31,TUMBES,1,2020-11-16
2020-10-31,UCAYALI,3,2020-11-16
2020-11-01,ANCASH,6,2020-11-16
2020-11-01,APURIMAC,2,2020-11-16
2020-11-01,AREQUIPA,1,2020-11-16
2020-11-01,CAJAMARCA,1,2020-11-16
2020-11-01,CALLAO,2,2020-11-16
2020-11-01,CUSCO,1,2020-11-16
2020-11-01,HUANUCO,2,2020-11-16
2020-11-01,ICA,2,2020-11-16
2020-11-01,JUNIN,2,2020-11-16
2020-11-01,LA LIBERTAD,1,2020-11-16
2020-11-01,LAMBAYEQUE,2,2020-11-16
2020-11-01,LIMA,26,2020-11-16
2020-11-01,LORETO,1,2020-11-16
2020-11-01,PIURA,3,2020-11-16
2020-11-01,PUNO,1,2020-11-16
2020-11-01,SAN MARTIN,2,2020-11-16
2020-11-01,TACNA,1,2020-11-16
2020-11-02,ANCASH,1,2020-11-16
2020-11-02,AREQUIPA,3,2020-11-16
2020-11-02,AYACUCHO,2,2020-11-16
2020-11-02,CAJAMARCA,3,2020-11-16
2020-11-02,CALLAO,1,2020-11-16
2020-11-02,CUSCO,1,2020-11-16
2020-11-02,ICA,1,2020-11-16
2020-11-02,JUNIN,3,2020-11-16
2020-11-02,LA LIBERTAD,2,2020-11-16
2020-11-02,LAMBAYEQUE,1,2020-11-16
2020-11-02,LIMA,14,2020-11-16
2020-11-02,PASCO,1,2020-11-16
2020-11-02,PIURA,2,2020-11-16
2020-11-02,PUNO,1,2020-11-16
2020-11-02,UCAYALI,2,2020-11-16
2020-11-03,AMAZONAS,1,2020-11-16
2020-11-03,ANCASH,1,2020-11-16
2020-11-03,AREQUIPA,2,2020-11-16
2020-11-03,CALLAO,3,2020-11-16
2020-11-03,CUSCO,1,2020-11-16
2020-11-03,HUANUCO,3,2020-11-16
2020-11-03,ICA,2,2020-11-16
2020-11-03,JUNIN,3,2020-11-16
2020-11-03,LA LIBERTAD,3,2020-11-16
2020-11-03,LIMA,19,2020-11-16
2020-11-03,LORETO,1,2020-11-16
2020-11-03,PASCO,1,2020-11-16
2020-11-03,PUNO,2,2020-11-16
2020-11-03,SAN MARTIN,2,2020-11-16
2020-11-03,TACNA,4,2020-11-16
2020-11-04,AMAZONAS,1,2020-11-16
2020-11-04,APURIMAC,1,2020-11-16
2020-11-04,AREQUIPA,5,2020-11-16
2020-11-04,CAJAMARCA,2,2020-11-16
2020-11-04,CALLAO,3,2020-11-16
2020-11-04,CUSCO,1,2020-11-16
2020-11-04,HUANUCO,2,2020-11-16
2020-11-04,ICA,1,2020-11-16
2020-11-04,LA LIBERTAD,2,2020-11-16
2020-11-04,LIMA,28,2020-11-16
2020-11-04,MADRE DE DIOS,1,2020-11-16
2020-11-04,MOQUEGUA,1,2020-11-16
2020-11-04,PIURA,4,2020-11-16
2020-11-04,PUNO,1,2020-11-16
2020-11-04,SAN MARTIN,1,2020-11-16
2020-11-04,TACNA,3,2020-11-16
2020-11-04,UCAYALI,2,2020-11-16
2020-11-05,ANCASH,5,2020-11-16
2020-11-05,APURIMAC,2,2020-11-16
2020-11-05,AREQUIPA,3,2020-11-16
2020-11-05,CAJAMARCA,2,2020-11-16
2020-11-05,CALLAO,3,2020-11-16
2020-11-05,CUSCO,1,2020-11-16
2020-11-05,HUANCAVELICA,1,2020-11-16
2020-11-05,HUANUCO,1,2020-11-16
2020-11-05,ICA,2,2020-11-16
2020-11-05,JUNIN,3,2020-11-16
2020-11-05,LA LIBERTAD,7,2020-11-16
2020-11-05,LAMBAYEQUE,1,2020-11-16
2020-11-05,LIMA,17,2020-11-16
2020-11-05,LORETO,1,2020-11-16
2020-11-05,MADRE DE DIOS,1,2020-11-16
2020-11-05,MOQUEGUA,1,2020-11-16
2020-11-05,PASCO,1,2020-11-16
2020-11-05,PIURA,1,2020-11-16
2020-11-06,AMAZONAS,2,2020-11-16
2020-11-06,ANCASH,3,2020-11-16
2020-11-06,AREQUIPA,4,2020-11-16
2020-11-06,AYACUCHO,2,2020-11-16
2020-11-06,CAJAMARCA,3,2020-11-16
2020-11-06,CALLAO,3,2020-11-16
2020-11-06,HUANUCO,2,2020-11-16
2020-11-06,JUNIN,4,2020-11-16
2020-11-06,LA LIBERTAD,2,2020-11-16
2020-11-06,LAMBAYEQUE,1,2020-11-16
2020-11-06,LIMA,19,2020-11-16
2020-11-06,PIURA,5,2020-11-16
2020-11-06,SAN MARTIN,3,2020-11-16
2020-11-06,UCAYALI,4,2020-11-16
2020-11-07,AREQUIPA,3,2020-11-16
2020-11-07,CAJAMARCA,2,2020-11-16
2020-11-07,CALLAO,2,2020-11-16
2020-11-07,HUANCAVELICA,1,2020-11-16
2020-11-07,JUNIN,1,2020-11-16
2020-11-07,LA LIBERTAD,1,2020-11-16
2020-11-07,LAMBAYEQUE,3,2020-11-16
2020-11-07,LIMA,17,2020-11-16
2020-11-07,MADRE DE DIOS,1,2020-11-16
2020-11-07,PASCO,1,2020-11-16
2020-11-07,PIURA,1,2020-11-16
2020-11-07,PUNO,1,2020-11-16
2020-11-07,TACNA,2,2020-11-16
2020-11-07,TUMBES,2,2020-11-16
2020-11-07,UCAYALI,1,2020-11-16
2020-11-08,ANCASH,3,2020-11-16
2020-11-08,AREQUIPA,2,2020-11-16
2020-11-08,AYACUCHO,1,2020-11-16
2020-11-08,CAJAMARCA,2,2020-11-16
2020-11-08,CALLAO,4,2020-11-16
2020-11-08,CUSCO,1,2020-11-16
2020-11-08,HUANCAVELICA,1,2020-11-16
2020-11-08,HUANUCO,4,2020-11-16
2020-11-08,ICA,1,2020-11-16
2020-11-08,JUNIN,1,2020-11-16
2020-11-08,LA LIBERTAD,4,2020-11-16
2020-11-08,LAMBAYEQUE,1,2020-11-16
2020-11-08,LIMA,35,2020-11-16
2020-11-08,LORETO,1,2020-11-16
2020-11-08,MOQUEGUA,1,2020-11-16
2020-11-08,PIURA,2,2020-11-16
2020-11-09,AREQUIPA,3,2020-11-16
2020-11-09,CAJAMARCA,2,2020-11-16
2020-11-09,CALLAO,2,2020-11-16
2020-11-09,CUSCO,1,2020-11-16
2020-11-09,HUANCAVELICA,1,2020-11-16
2020-11-09,ICA,3,2020-11-16
2020-11-09,JUNIN,1,2020-11-16
2020-11-09,LA LIBERTAD,2,2020-11-16
2020-11-09,LAMBAYEQUE,3,2020-11-16
2020-11-09,LIMA,26,2020-11-16
2020-11-09,MOQUEGUA,1,2020-11-16
2020-11-09,PIURA,1,2020-11-16
2020-11-09,PUNO,2,2020-11-16
2020-11-09,UCAYALI,1,2020-11-16
2020-11-10,AMAZONAS,1,2020-11-16
2020-11-10,ANCASH,1,2020-11-16
2020-11-10,APURIMAC,1,2020-11-16
2020-11-10,AREQUIPA,1,2020-11-16
2020-11-10,CAJAMARCA,3,2020-11-16
2020-11-10,CALLAO,1,2020-11-16
2020-11-10,HUANUCO,1,2020-11-16
2020-11-10,ICA,1,2020-11-16
2020-11-10,JUNIN,1,2020-11-16
2020-11-10,LA LIBERTAD,1,2020-11-16
2020-11-10,LAMBAYEQUE,4,2020-11-16
2020-11-10,LIMA,18,2020-11-16
2020-11-10,LORETO,1,2020-11-16
2020-11-10,PIURA,2,2020-11-16
2020-11-10,SAN MARTIN,1,2020-11-16
2020-11-10,TUMBES,1,2020-11-16
2020-11-11,ANCASH,1,2020-11-16
2020-11-11,AREQUIPA,1,2020-11-16
2020-11-11,CALLAO,3,2020-11-16
2020-11-11,HUANUCO,1,2020-11-16
2020-11-11,JUNIN,2,2020-11-16
2020-11-11,LA LIBERTAD,2,2020-11-16
2020-11-11,LAMBAYEQUE,4,2020-11-16
2020-11-11,LIMA,17,2020-11-16
2020-11-11,TACNA,1,2020-11-16
2020-11-11,TUMBES,2,2020-11-16
2020-11-11,UCAYALI,2,2020-11-16
2020-11-12,APURIMAC,2,2020-11-16
2020-11-12,AYACUCHO,2,2020-11-16
2020-11-12,CAJAMARCA,3,2020-11-16
2020-11-12,CALLAO,2,2020-11-16
2020-11-12,JUNIN,1,2020-11-16
2020-11-12,LA LIBERTAD,5,2020-11-16
2020-11-12,LAMBAYEQUE,2,2020-11-16
2020-11-12,LIMA,16,2020-11-16
2020-11-12,PIURA,3,2020-11-16
2020-11-12,PUNO,1,2020-11-16
2020-11-12,SAN MARTIN,1,2020-11-16
2020-11-12,UCAYALI,1,2020-11-16
2020-11-13,AMAZONAS,3,2020-11-16
2020-11-13,ANCASH,1,2020-11-16
2020-11-13,APURIMAC,2,2020-11-16
2020-11-13,AREQUIPA,4,2020-11-16
2020-11-13,AYACUCHO,2,2020-11-16
2020-11-13,CAJAMARCA,3,2020-11-16
2020-11-13,CALLAO,2,2020-11-16
2020-11-13,CUSCO,1,2020-11-16
2020-11-13,HUANUCO,1,2020-11-16
2020-11-13,ICA,1,2020-11-16
2020-11-13,JUNIN,6,2020-11-16
2020-11-13,LA LIBERTAD,3,2020-11-16
2020-11-13,LAMBAYEQUE,3,2020-11-16
2020-11-13,LIMA,28,2020-11-16
2020-11-13,LORETO,1,2020-11-16
2020-11-13,MOQUEGUA,1,2020-11-16
2020-11-13,PIURA,1,2020-11-16
2020-11-13,PUNO,4,2020-11-16
2020-11-13,SAN MARTIN,1,2020-11-16
2020-11-13,TUMBES,1,2020-11-16
2020-11-13,UCAYALI,2,2020-11-16
2020-11-14,AMAZONAS,1,2020-11-16
2020-11-14,ANCASH,3,2020-11-16
2020-11-14,APURIMAC,1,2020-11-16
2020-11-14,AREQUIPA,3,2020-11-16
2020-11-14,AYACUCHO,1,2020-11-16
2020-11-14,CAJAMARCA,2,2020-11-16
2020-11-14,CUSCO,1,2020-11-16
2020-11-14,ICA,1,2020-11-16
2020-11-14,JUNIN,3,2020-11-16
2020-11-14,LA LIBERTAD,1,2020-11-16
2020-11-14,LAMBAYEQUE,4,2020-11-16
2020-11-14,LIMA,24,2020-11-16
2020-11-14,LORETO,2,2020-11-16
2020-11-14,PASCO,1,2020-11-16
2020-11-14,PUNO,1,2020-11-16
2020-11-14,SAN MARTIN,1,2020-11-16
2020-11-14,TACNA,1,2020-11-16
2020-11-14,UCAYALI,3,2020-11-16
2020-03-18,LIMA,1,2020-11-23
2020-03-19,LIMA,3,2020-11-23
2020-03-20,LIMA,2,2020-11-23
2020-03-21,PIURA,1,2020-11-23
2020-03-22,CALLAO,1,2020-11-23
2020-03-22,LORETO,1,2020-11-23
2020-03-23,LIMA,1,2020-11-23
2020-03-24,CUSCO,1,2020-11-23
2020-03-24,LA LIBERTAD,1,2020-11-23
2020-03-24,LIMA,2,2020-11-23
2020-03-26,LA LIBERTAD,1,2020-11-23
2020-03-26,LAMBAYEQUE,2,2020-11-23
2020-03-26,LIMA,3,2020-11-23
2020-03-27,CUSCO,2,2020-11-23
2020-03-27,LIMA,6,2020-11-23
2020-03-28,ANCASH,1,2020-11-23
2020-03-28,LIMA,3,2020-11-23
2020-03-29,AREQUIPA,1,2020-11-23
2020-03-29,CALLAO,2,2020-11-23
2020-03-29,LAMBAYEQUE,1,2020-11-23
2020-03-29,LIMA,7,2020-11-23
2020-03-29,PIURA,1,2020-11-23
2020-03-30,ICA,1,2020-11-23
2020-03-30,JUNIN,1,2020-11-23
2020-03-30,LAMBAYEQUE,2,2020-11-23
2020-03-30,LIMA,6,2020-11-23
2020-03-30,LORETO,2,2020-11-23
2020-03-30,TUMBES,1,2020-11-23
2020-03-31,AREQUIPA,1,2020-11-23
2020-03-31,CALLAO,2,2020-11-23
2020-03-31,LA LIBERTAD,1,2020-11-23
2020-03-31,LAMBAYEQUE,1,2020-11-23
2020-03-31,LIMA,13,2020-11-23
2020-03-31,LORETO,1,2020-11-23
2020-03-31,SAN MARTIN,1,2020-11-23
2020-04-01,CALLAO,3,2020-11-23
2020-04-01,ICA,1,2020-11-23
2020-04-01,LAMBAYEQUE,1,2020-11-23
2020-04-01,LIMA,7,2020-11-23
2020-04-01,TUMBES,1,2020-11-23
2020-04-02,CALLAO,2,2020-11-23
2020-04-02,CUSCO,1,2020-11-23
2020-04-02,ICA,1,2020-11-23
2020-04-02,LA LIBERTAD,1,2020-11-23
2020-04-02,LIMA,8,2020-11-23
2020-04-02,PIURA,1,2020-11-23
2020-04-02,TUMBES,1,2020-11-23
2020-04-03,CALLAO,1,2020-11-23
2020-04-03,ICA,1,2020-11-23
2020-04-03,LAMBAYEQUE,4,2020-11-23
2020-04-03,LIMA,25,2020-11-23
2020-04-03,PIURA,1,2020-11-23
2020-04-03,TUMBES,1,2020-11-23
2020-04-04,AREQUIPA,4,2020-11-23
2020-04-04,CALLAO,2,2020-11-23
2020-04-04,HUANCAVELICA,1,2020-11-23
2020-04-04,ICA,1,2020-11-23
2020-04-04,JUNIN,1,2020-11-23
2020-04-04,LA LIBERTAD,1,2020-11-23
2020-04-04,LAMBAYEQUE,5,2020-11-23
2020-04-04,LIMA,25,2020-11-23
2020-04-04,PIURA,4,2020-11-23
2020-04-04,UCAYALI,1,2020-11-23
2020-04-05,ANCASH,1,2020-11-23
2020-04-05,CALLAO,2,2020-11-23
2020-04-05,HUANUCO,1,2020-11-23
2020-04-05,LAMBAYEQUE,3,2020-11-23
2020-04-05,LIMA,7,2020-11-23
2020-04-05,LORETO,1,2020-11-23
2020-04-05,SAN MARTIN,1,2020-11-23
2020-04-06,CALLAO,5,2020-11-23
2020-04-06,LA LIBERTAD,2,2020-11-23
2020-04-06,LAMBAYEQUE,4,2020-11-23
2020-04-06,LIMA,16,2020-11-23
2020-04-06,PIURA,1,2020-11-23
2020-04-06,TUMBES,2,2020-11-23
2020-04-07,ANCASH,3,2020-11-23
2020-04-07,CALLAO,2,2020-11-23
2020-04-07,LAMBAYEQUE,2,2020-11-23
2020-04-07,LIMA,19,2020-11-23
2020-04-07,LORETO,1,2020-11-23
2020-04-07,PIURA,2,2020-11-23
2020-04-08,ANCASH,2,2020-11-23
2020-04-08,CALLAO,1,2020-11-23
2020-04-08,LA LIBERTAD,1,2020-11-23
2020-04-08,LAMBAYEQUE,10,2020-11-23
2020-04-08,LIMA,40,2020-11-23
2020-04-08,LORETO,1,2020-11-23
2020-04-08,PIURA,2,2020-11-23
2020-04-09,CALLAO,3,2020-11-23
2020-04-09,ICA,2,2020-11-23
2020-04-09,LAMBAYEQUE,10,2020-11-23
2020-04-09,LIMA,31,2020-11-23
2020-04-09,LORETO,2,2020-11-23
2020-04-09,PIURA,1,2020-11-23
2020-04-09,TUMBES,2,2020-11-23
2020-04-10,CALLAO,4,2020-11-23
2020-04-10,ICA,1,2020-11-23
2020-04-10,LAMBAYEQUE,15,2020-11-23
2020-04-10,LIMA,24,2020-11-23
2020-04-10,LORETO,2,2020-11-23
2020-04-10,PIURA,6,2020-11-23
2020-04-10,UCAYALI,1,2020-11-23
2020-04-11,CALLAO,3,2020-11-23
2020-04-11,ICA,2,2020-11-23
2020-04-11,LAMBAYEQUE,8,2020-11-23
2020-04-11,LIMA,27,2020-11-23
2020-04-11,LORETO,1,2020-11-23
2020-04-11,PIURA,3,2020-11-23
2020-04-11,TUMBES,1,2020-11-23
2020-04-12,ANCASH,2,2020-11-23
2020-04-12,AREQUIPA,1,2020-11-23
2020-04-12,CALLAO,4,2020-11-23
2020-04-12,ICA,1,2020-11-23
2020-04-12,LA LIBERTAD,3,2020-11-23
2020-04-12,LAMBAYEQUE,8,2020-11-23
2020-04-12,LIMA,40,2020-11-23
2020-04-12,LORETO,3,2020-11-23
2020-04-12,PIURA,4,2020-11-23
2020-04-12,TUMBES,1,2020-11-23
2020-04-13,ANCASH,3,2020-11-23
2020-04-13,AREQUIPA,2,2020-11-23
2020-04-13,CAJAMARCA,2,2020-11-23
2020-04-13,CALLAO,5,2020-11-23
2020-04-13,ICA,3,2020-11-23
2020-04-13,JUNIN,1,2020-11-23
2020-04-13,LA LIBERTAD,1,2020-11-23
2020-04-13,LAMBAYEQUE,5,2020-11-23
2020-04-13,LIMA,36,2020-11-23
2020-04-13,PIURA,6,2020-11-23
2020-04-13,TUMBES,2,2020-11-23
2020-04-14,ANCASH,3,2020-11-23
2020-04-14,CALLAO,6,2020-11-23
2020-04-14,ICA,2,2020-11-23
2020-04-14,JUNIN,2,2020-11-23
2020-04-14,LA LIBERTAD,3,2020-11-23
2020-04-14,LAMBAYEQUE,11,2020-11-23
2020-04-14,LIMA,49,2020-11-23
2020-04-14,LORETO,5,2020-11-23
2020-04-14,PIURA,6,2020-11-23
2020-04-15,ANCASH,3,2020-11-23
2020-04-15,AREQUIPA,1,2020-11-23
2020-04-15,CALLAO,3,2020-11-23
2020-04-15,ICA,1,2020-11-23
2020-04-15,LA LIBERTAD,3,2020-11-23
2020-04-15,LAMBAYEQUE,14,2020-11-23
2020-04-15,LIMA,56,2020-11-23
2020-04-15,LORETO,3,2020-11-23
2020-04-15,PIURA,6,2020-11-23
2020-04-15,UCAYALI,2,2020-11-23
2020-04-16,ANCASH,3,2020-11-23
2020-04-16,AREQUIPA,1,2020-11-23
2020-04-16,CAJAMARCA,1,2020-11-23
2020-04-16,CALLAO,8,2020-11-23
2020-04-16,ICA,1,2020-11-23
2020-04-16,LAMBAYEQUE,13,2020-11-23
2020-04-16,LIMA,62,2020-11-23
2020-04-16,LORETO,2,2020-11-23
2020-04-16,PIURA,7,2020-11-23
2020-04-16,UCAYALI,1,2020-11-23
2020-04-17,ANCASH,1,2020-11-23
2020-04-17,CALLAO,6,2020-11-23
2020-04-17,ICA,2,2020-11-23
2020-04-17,LA LIBERTAD,1,2020-11-23
2020-04-17,LAMBAYEQUE,19,2020-11-23
2020-04-17,LIMA,57,2020-11-23
2020-04-17,LORETO,4,2020-11-23
2020-04-17,PASCO,1,2020-11-23
2020-04-17,PIURA,6,2020-11-23
2020-04-17,TUMBES,1,2020-11-23
2020-04-18,ANCASH,5,2020-11-23
2020-04-18,CALLAO,8,2020-11-23
2020-04-18,ICA,1,2020-11-23
2020-04-18,JUNIN,2,2020-11-23
2020-04-18,LA LIBERTAD,1,2020-11-23
2020-04-18,LAMBAYEQUE,15,2020-11-23
2020-04-18,LIMA,59,2020-11-23
2020-04-18,LORETO,5,2020-11-23
2020-04-18,PIURA,6,2020-11-23
2020-04-18,TUMBES,1,2020-11-23
2020-04-18,UCAYALI,2,2020-11-23
2020-04-19,ANCASH,8,2020-11-23
2020-04-19,AREQUIPA,3,2020-11-23
2020-04-19,CALLAO,3,2020-11-23
2020-04-19,ICA,2,2020-11-23
2020-04-19,JUNIN,1,2020-11-23
2020-04-19,LA LIBERTAD,3,2020-11-23
2020-04-19,LAMBAYEQUE,8,2020-11-23
2020-04-19,LIMA,71,2020-11-23
2020-04-19,PIURA,8,2020-11-23
2020-04-19,SAN MARTIN,1,2020-11-23
2020-04-19,TUMBES,2,2020-11-23
2020-04-19,UCAYALI,4,2020-11-23
2020-04-20,ANCASH,4,2020-11-23
2020-04-20,AREQUIPA,1,2020-11-23
2020-04-20,CAJAMARCA,1,2020-11-23
2020-04-20,CALLAO,8,2020-11-23
2020-04-20,HUANCAVELICA,1,2020-11-23
2020-04-20,ICA,1,2020-11-23
2020-04-20,LA LIBERTAD,2,2020-11-23
2020-04-20,LAMBAYEQUE,11,2020-11-23
2020-04-20,LIMA,75,2020-11-23
2020-04-20,PIURA,7,2020-11-23
2020-04-20,PUNO,1,2020-11-23
2020-04-20,SAN MARTIN,1,2020-11-23
2020-04-20,TUMBES,1,2020-11-23
2020-04-20,UCAYALI,2,2020-11-23
2020-04-21,ANCASH,1,2020-11-23
2020-04-21,CALLAO,12,2020-11-23
2020-04-21,ICA,2,2020-11-23
2020-04-21,LAMBAYEQUE,10,2020-11-23
2020-04-21,LIMA,72,2020-11-23
2020-04-21,LORETO,2,2020-11-23
2020-04-21,PIURA,9,2020-11-23
2020-04-21,SAN MARTIN,1,2020-11-23
2020-04-21,TUMBES,2,2020-11-23
2020-04-21,UCAYALI,3,2020-11-23
2020-04-22,ANCASH,1,2020-11-23
2020-04-22,CALLAO,8,2020-11-23
2020-04-22,CUSCO,1,2020-11-23
2020-04-22,ICA,5,2020-11-23
2020-04-22,JUNIN,1,2020-11-23
2020-04-22,LA LIBERTAD,2,2020-11-23
2020-04-22,LAMBAYEQUE,16,2020-11-23
2020-04-22,LIMA,78,2020-11-23
2020-04-22,LORETO,10,2020-11-23
2020-04-22,PIURA,4,2020-11-23
2020-04-22,TUMBES,3,2020-11-23
