fecha_fallecimiento,departamento,provincia,n,corte
2020-08-05,SAN MARTIN,RIOJA,1,2020-08-14
2020-08-05,SAN MARTIN,TOCACHE,1,2020-08-14
2020-08-05,TACNA,TACNA,4,2020-08-14
2020-08-05,UCAYALI,CORONEL PORTILLO,2,2020-08-14
2020-08-06,ANCASH,SANTA,4,2020-08-14
2020-08-06,AREQUIPA,AREQUIPA,25,2020-08-14
2020-08-06,AREQUIPA,CASTILLA,1,2020-08-14
2020-08-06,AREQUIPA,CAYLLOMA,1,2020-08-14
2020-08-06,CAJAMARCA,CAJABAMBA,1,2020-08-14
2020-08-06,CAJAMARCA,CAJAMARCA,6,2020-08-14
2020-08-06,CAJAMARCA,CUTERVO,2,2020-08-14
2020-08-06,CAJAMARCA,JAEN,1,2020-08-14
2020-08-06,CALLAO,CALLAO,13,2020-08-14
2020-08-06,CUSCO,ACOMAYO,1,2020-08-14
2020-08-06,CUSCO,CANCHIS,1,2020-08-14
2020-08-06,CUSCO,CUSCO,4,2020-08-14
2020-08-06,CUSCO,LA CONVENCION,2,2020-08-14
2020-08-06,HUANCAVELICA,HUANCAVELICA,2,2020-08-14
2020-08-06,HUANUCO,HUANUCO,1,2020-08-14
2020-08-06,HUANUCO,LEONCIO PRADO,1,2020-08-14
2020-08-06,ICA,CHINCHA,5,2020-08-14
2020-08-06,ICA,ICA,5,2020-08-14
2020-08-06,ICA,PISCO,1,2020-08-14
2020-08-06,JUNIN,CHANCHAMAYO,1,2020-08-14
2020-08-06,JUNIN,HUANCAYO,1,2020-08-14
2020-08-06,JUNIN,JUNIN,1,2020-08-14
2020-08-06,LA LIBERTAD,ASCOPE,3,2020-08-14
2020-08-06,LA LIBERTAD,GRAN CHIMU,2,2020-08-14
2020-08-06,LA LIBERTAD,TRUJILLO,9,2020-08-14
2020-08-06,LA LIBERTAD,VIRU,1,2020-08-14
2020-08-06,LAMBAYEQUE,FERREÑAFE,1,2020-08-14
2020-08-06,LAMBAYEQUE,LAMBAYEQUE,1,2020-08-14
2020-08-06,LIMA,BARRANCA,3,2020-08-14
2020-08-06,LIMA,CAÑETE,1,2020-08-14
2020-08-06,LIMA,HUARAL,1,2020-08-14
2020-08-06,LIMA,HUAROCHIRI,2,2020-08-14
2020-08-06,LIMA,HUAURA,2,2020-08-14
2020-08-06,LIMA,LIMA,108,2020-08-14
2020-08-06,LORETO,UCAYALI,2,2020-08-14
2020-08-06,MOQUEGUA,MARISCAL NIETO,2,2020-08-14
2020-08-06,PIURA,MORROPON,1,2020-08-14
2020-08-06,PIURA,PIURA,1,2020-08-14
2020-08-06,PIURA,TALARA,1,2020-08-14
2020-08-06,PUNO,SAN ROMAN,2,2020-08-14
2020-08-06,SAN MARTIN,LAMAS,1,2020-08-14
2020-08-06,SAN MARTIN,TOCACHE,1,2020-08-14
2020-08-06,TACNA,TACNA,1,2020-08-14
2020-08-07,AMAZONAS,CHACHAPOYAS,1,2020-08-14
2020-08-07,AMAZONAS,UTCUBAMBA,1,2020-08-14
2020-08-07,ANCASH,BOLOGNESI,1,2020-08-14
2020-08-07,ANCASH,HUARAZ,2,2020-08-14
2020-08-07,ANCASH,HUAYLAS,1,2020-08-14
2020-08-07,ANCASH,SANTA,1,2020-08-14
2020-08-07,APURIMAC,ABANCAY,1,2020-08-14
2020-08-07,AREQUIPA,AREQUIPA,12,2020-08-14
2020-08-07,AREQUIPA,CAMANA,1,2020-08-14
2020-08-07,AYACUCHO,HUANTA,2,2020-08-14
2020-08-07,CAJAMARCA,CAJAMARCA,1,2020-08-14
2020-08-07,CAJAMARCA,JAEN,3,2020-08-14
2020-08-07,CALLAO,CALLAO,8,2020-08-14
2020-08-07,CUSCO,ANTA,1,2020-08-14
2020-08-07,CUSCO,CALCA,1,2020-08-14
2020-08-07,CUSCO,CUSCO,3,2020-08-14
2020-08-07,CUSCO,QUISPICANCHI,1,2020-08-14
2020-08-07,HUANUCO,AMBO,1,2020-08-14
2020-08-07,HUANUCO,DOS DE MAYO,1,2020-08-14
2020-08-07,HUANUCO,HUANUCO,4,2020-08-14
2020-08-07,HUANUCO,PACHITEA,1,2020-08-14
2020-08-07,ICA,CHINCHA,1,2020-08-14
2020-08-07,ICA,ICA,9,2020-08-14
2020-08-07,ICA,PISCO,1,2020-08-14
2020-08-07,JUNIN,CHANCHAMAYO,1,2020-08-14
2020-08-07,JUNIN,HUANCAYO,5,2020-08-14
2020-08-07,JUNIN,SATIPO,1,2020-08-14
2020-08-07,LA LIBERTAD,ASCOPE,1,2020-08-14
2020-08-07,LA LIBERTAD,TRUJILLO,3,2020-08-14
2020-08-07,LAMBAYEQUE,CHICLAYO,4,2020-08-14
2020-08-07,LAMBAYEQUE,LAMBAYEQUE,2,2020-08-14
2020-08-07,LIMA,BARRANCA,3,2020-08-14
2020-08-07,LIMA,CAÑETE,1,2020-08-14
2020-08-07,LIMA,HUAURA,3,2020-08-14
2020-08-07,LIMA,LIMA,68,2020-08-14
2020-08-07,LORETO,MAYNAS,3,2020-08-14
2020-08-07,MADRE DE DIOS,TAMBOPATA,1,2020-08-14
2020-08-07,MOQUEGUA,ILO,4,2020-08-14
2020-08-07,MOQUEGUA,MARISCAL NIETO,4,2020-08-14
2020-08-07,PASCO,DANIEL ALCIDES CARRION,1,2020-08-14
2020-08-07,PIURA,AYABACA,1,2020-08-14
2020-08-07,PIURA,PAITA,1,2020-08-14
2020-08-07,PIURA,PIURA,1,2020-08-14
2020-08-07,PIURA,SECHURA,1,2020-08-14
2020-08-07,PIURA,SULLANA,1,2020-08-14
2020-08-07,PUNO,EL COLLAO,1,2020-08-14
2020-08-07,PUNO,PUNO,4,2020-08-14
2020-08-07,PUNO,SAN ROMAN,1,2020-08-14
2020-08-07,SAN MARTIN,MOYOBAMBA,1,2020-08-14
2020-08-07,SAN MARTIN,RIOJA,1,2020-08-14
2020-08-07,TACNA,TACNA,3,2020-08-14
2020-08-07,TUMBES,TUMBES,1,2020-08-14
2020-08-07,UCAYALI,PADRE ABAD,1,2020-08-14
2020-08-08,ANCASH,HUARMEY,1,2020-08-14
2020-08-08,ANCASH,SANTA,4,2020-08-14
2020-08-08,APURIMAC,ABANCAY,1,2020-08-14
2020-08-08,APURIMAC,ANDAHUAYLAS,1,2020-08-14
2020-08-08,APURIMAC,ANTABAMBA,1,2020-08-14
2020-08-08,APURIMAC,AYMARAES,1,2020-08-14
2020-08-08,AREQUIPA,AREQUIPA,11,2020-08-14
2020-08-08,AYACUCHO,HUAMANGA,2,2020-08-14
2020-08-08,CAJAMARCA,CAJAMARCA,3,2020-08-14
2020-08-08,CAJAMARCA,JAEN,1,2020-08-14
2020-08-08,CALLAO,CALLAO,10,2020-08-14
2020-08-08,CUSCO,CANAS,1,2020-08-14
2020-08-08,CUSCO,CUSCO,5,2020-08-14
2020-08-08,HUANCAVELICA,HUANCAVELICA,1,2020-08-14
2020-08-08,HUANCAVELICA,TAYACAJA,1,2020-08-14
2020-08-08,HUANUCO,HUANUCO,2,2020-08-14
2020-08-08,HUANUCO,LEONCIO PRADO,1,2020-08-14
2020-08-08,ICA,ICA,4,2020-08-14
2020-08-08,ICA,NAZCA,2,2020-08-14
2020-08-08,ICA,PISCO,1,2020-08-14
2020-08-08,JUNIN,CHANCHAMAYO,1,2020-08-14
2020-08-08,JUNIN,CHUPACA,1,2020-08-14
2020-08-08,JUNIN,CONCEPCION,1,2020-08-14
2020-08-08,JUNIN,HUANCAYO,6,2020-08-14
2020-08-08,JUNIN,JAUJA,3,2020-08-14
2020-08-08,JUNIN,JUNIN,1,2020-08-14
2020-08-08,JUNIN,TARMA,1,2020-08-14
2020-08-08,JUNIN,YAULI,1,2020-08-14
2020-08-08,LA LIBERTAD,ASCOPE,1,2020-08-14
2020-08-08,LA LIBERTAD,PACASMAYO,1,2020-08-14
2020-08-08,LA LIBERTAD,TRUJILLO,6,2020-08-14
2020-08-08,LAMBAYEQUE,CHICLAYO,2,2020-08-14
2020-08-08,LAMBAYEQUE,LAMBAYEQUE,1,2020-08-14
2020-08-08,LIMA,BARRANCA,1,2020-08-14
2020-08-08,LIMA,CAÑETE,3,2020-08-14
2020-08-08,LIMA,HUARAL,1,2020-08-14
2020-08-08,LIMA,HUAURA,3,2020-08-14
2020-08-08,LIMA,LIMA,113,2020-08-14
2020-08-08,LORETO,MAYNAS,3,2020-08-14
2020-08-08,MOQUEGUA,ILO,2,2020-08-14
2020-08-08,MOQUEGUA,MARISCAL NIETO,1,2020-08-14
2020-08-08,PIURA,MORROPON,1,2020-08-14
2020-08-08,PIURA,PAITA,1,2020-08-14
2020-08-08,PIURA,PIURA,2,2020-08-14
2020-08-08,PIURA,SECHURA,1,2020-08-14
2020-08-08,PIURA,SULLANA,2,2020-08-14
2020-08-08,PUNO,MELGAR,1,2020-08-14
2020-08-08,PUNO,PUNO,3,2020-08-14
2020-08-08,PUNO,SAN ROMAN,3,2020-08-14
2020-08-08,PUNO,YUNGUYO,1,2020-08-14
2020-08-08,SAN MARTIN,EL DORADO,1,2020-08-14
2020-08-08,TACNA,JORGE BASADRE,1,2020-08-14
2020-08-08,TACNA,TACNA,4,2020-08-14
2020-08-09,AMAZONAS,BAGUA,1,2020-08-14
2020-08-09,AMAZONAS,UTCUBAMBA,2,2020-08-14
2020-08-09,ANCASH,HUARAZ,1,2020-08-14
2020-08-09,ANCASH,HUAYLAS,2,2020-08-14
2020-08-09,ANCASH,SANTA,1,2020-08-14
2020-08-09,AREQUIPA,AREQUIPA,16,2020-08-14
2020-08-09,AREQUIPA,CAYLLOMA,2,2020-08-14
2020-08-09,AREQUIPA,LA UNION,1,2020-08-14
2020-08-09,CAJAMARCA,CAJAMARCA,2,2020-08-14
2020-08-09,CAJAMARCA,CHOTA,1,2020-08-14
2020-08-09,CALLAO,CALLAO,5,2020-08-14
2020-08-09,CUSCO,QUISPICANCHI,1,2020-08-14
2020-08-09,HUANCAVELICA,TAYACAJA,1,2020-08-14
2020-08-09,HUANUCO,HUANUCO,2,2020-08-14
2020-08-09,ICA,CHINCHA,3,2020-08-14
2020-08-09,ICA,ICA,2,2020-08-14
2020-08-09,ICA,PALPA,1,2020-08-14
2020-08-09,ICA,PISCO,1,2020-08-14
2020-08-09,JUNIN,CHANCHAMAYO,1,2020-08-14
2020-08-09,JUNIN,CHUPACA,2,2020-08-14
2020-08-09,JUNIN,HUANCAYO,5,2020-08-14
2020-08-09,LA LIBERTAD,ASCOPE,3,2020-08-14
2020-08-09,LA LIBERTAD,CHEPEN,1,2020-08-14
2020-08-09,LA LIBERTAD,PACASMAYO,1,2020-08-14
2020-08-09,LA LIBERTAD,TRUJILLO,3,2020-08-14
2020-08-09,LAMBAYEQUE,CHICLAYO,3,2020-08-14
2020-08-09,LIMA,BARRANCA,1,2020-08-14
2020-08-09,LIMA,CAÑETE,1,2020-08-14
2020-08-09,LIMA,HUARAL,1,2020-08-14
2020-08-09,LIMA,HUAURA,5,2020-08-14
2020-08-09,LIMA,LIMA,73,2020-08-14
2020-08-09,LORETO,MAYNAS,1,2020-08-14
2020-08-09,PASCO,OXAPAMPA,1,2020-08-14
2020-08-09,PIURA,SULLANA,1,2020-08-14
2020-08-09,PIURA,TALARA,1,2020-08-14
2020-08-09,PUNO,EL COLLAO,1,2020-08-14
2020-08-09,PUNO,LAMPA,1,2020-08-14
2020-08-09,PUNO,SAN ROMAN,1,2020-08-14
2020-08-09,SAN MARTIN,MOYOBAMBA,1,2020-08-14
2020-08-10,AMAZONAS,BONGARA,2,2020-08-14
2020-08-10,AMAZONAS,CHACHAPOYAS,2,2020-08-14
2020-08-10,ANCASH,CASMA,1,2020-08-14
2020-08-10,ANCASH,HUARAZ,2,2020-08-14
2020-08-10,ANCASH,SANTA,2,2020-08-14
2020-08-10,APURIMAC,ABANCAY,1,2020-08-14
2020-08-10,AREQUIPA,AREQUIPA,13,2020-08-14
2020-08-10,AREQUIPA,CASTILLA,1,2020-08-14
2020-08-10,AREQUIPA,CAYLLOMA,1,2020-08-14
2020-08-10,AREQUIPA,ISLAY,1,2020-08-14
2020-08-10,CAJAMARCA,CAJAMARCA,2,2020-08-14
2020-08-10,CAJAMARCA,CUTERVO,1,2020-08-14
2020-08-10,CAJAMARCA,JAEN,2,2020-08-14
2020-08-10,CAJAMARCA,SAN IGNACIO,2,2020-08-14
2020-08-10,CAJAMARCA,SAN MIGUEL,1,2020-08-14
2020-08-10,CALLAO,CALLAO,2,2020-08-14
2020-08-10,CUSCO,CUSCO,6,2020-08-14
2020-08-10,HUANCAVELICA,HUANCAVELICA,4,2020-08-14
2020-08-10,HUANCAVELICA,HUAYTARA,1,2020-08-14
2020-08-10,HUANUCO,HUANUCO,1,2020-08-14
2020-08-10,HUANUCO,LEONCIO PRADO,2,2020-08-14
2020-08-10,ICA,CHINCHA,1,2020-08-14
2020-08-10,ICA,ICA,8,2020-08-14
2020-08-10,ICA,PISCO,2,2020-08-14
2020-08-10,JUNIN,CHUPACA,1,2020-08-14
2020-08-10,JUNIN,HUANCAYO,4,2020-08-14
2020-08-10,JUNIN,SATIPO,2,2020-08-14
2020-08-10,JUNIN,TARMA,1,2020-08-14
2020-08-10,LA LIBERTAD,ASCOPE,3,2020-08-14
2020-08-10,LA LIBERTAD,CHEPEN,1,2020-08-14
2020-08-10,LA LIBERTAD,GRAN CHIMU,1,2020-08-14
2020-08-10,LA LIBERTAD,SANCHEZ CARRION,1,2020-08-14
2020-08-10,LA LIBERTAD,SANTIAGO DE CHUCO,1,2020-08-14
2020-08-10,LA LIBERTAD,TRUJILLO,7,2020-08-14
2020-08-10,LA LIBERTAD,VIRU,1,2020-08-14
2020-08-10,LAMBAYEQUE,CHICLAYO,4,2020-08-14
2020-08-10,LAMBAYEQUE,LAMBAYEQUE,1,2020-08-14
2020-08-10,LIMA,BARRANCA,1,2020-08-14
2020-08-10,LIMA,HUAROCHIRI,1,2020-08-14
2020-08-10,LIMA,HUAURA,4,2020-08-14
2020-08-10,LIMA,LIMA,98,2020-08-14
2020-08-10,LIMA,OYON,1,2020-08-14
2020-08-10,LIMA,YAUYOS,1,2020-08-14
2020-08-10,LORETO,MAYNAS,1,2020-08-14
2020-08-10,MADRE DE DIOS,TAMBOPATA,2,2020-08-14
2020-08-10,MOQUEGUA,ILO,2,2020-08-14
2020-08-10,MOQUEGUA,MARISCAL NIETO,4,2020-08-14
2020-08-10,PASCO,DANIEL ALCIDES CARRION,1,2020-08-14
2020-08-10,PASCO,OXAPAMPA,1,2020-08-14
2020-08-10,PASCO,PASCO,1,2020-08-14
2020-08-10,PIURA,MORROPON,1,2020-08-14
2020-08-10,PIURA,PAITA,1,2020-08-14
2020-08-10,PIURA,PIURA,2,2020-08-14
2020-08-10,PIURA,SECHURA,1,2020-08-14
2020-08-10,PIURA,SULLANA,1,2020-08-14
2020-08-10,PIURA,TALARA,1,2020-08-14
2020-08-10,PUNO,HUANCANE,1,2020-08-14
2020-08-10,PUNO,PUNO,3,2020-08-14
2020-08-10,PUNO,SAN ROMAN,1,2020-08-14
2020-08-10,SAN MARTIN,MOYOBAMBA,1,2020-08-14
2020-08-10,SAN MARTIN,TOCACHE,1,2020-08-14
2020-08-10,TACNA,TACNA,6,2020-08-14
2020-08-10,UCAYALI,CORONEL PORTILLO,1,2020-08-14
2020-08-11,AMAZONAS,BAGUA,1,2020-08-14
2020-08-11,ANCASH,CORONGO,1,2020-08-14
2020-08-11,ANCASH,HUARAZ,1,2020-08-14
2020-08-11,ANCASH,HUARMEY,1,2020-08-14
2020-08-11,ANCASH,HUAYLAS,1,2020-08-14
2020-08-11,ANCASH,SANTA,2,2020-08-14
2020-08-11,AREQUIPA,AREQUIPA,7,2020-08-14
2020-08-11,AREQUIPA,CAMANA,1,2020-08-14
2020-08-11,AREQUIPA,CAYLLOMA,1,2020-08-14
2020-08-11,AREQUIPA,ISLAY,1,2020-08-14
2020-08-11,CAJAMARCA,CAJAMARCA,1,2020-08-14
2020-08-11,CAJAMARCA,HUALGAYOC,2,2020-08-14
2020-08-11,CALLAO,CALLAO,9,2020-08-14
2020-08-11,CUSCO,CANCHIS,1,2020-08-14
2020-08-11,CUSCO,CUSCO,3,2020-08-14
2020-08-11,CUSCO,LA CONVENCION,1,2020-08-14
2020-08-11,HUANCAVELICA,TAYACAJA,1,2020-08-14
2020-08-11,ICA,ICA,3,2020-08-14
2020-08-11,ICA,NAZCA,2,2020-08-14
2020-08-11,ICA,PALPA,1,2020-08-14
2020-08-11,JUNIN,CHANCHAMAYO,1,2020-08-14
2020-08-11,JUNIN,CHUPACA,1,2020-08-14
2020-08-11,JUNIN,HUANCAYO,4,2020-08-14
2020-08-11,LA LIBERTAD,ASCOPE,1,2020-08-14
2020-08-11,LA LIBERTAD,PACASMAYO,1,2020-08-14
2020-08-11,LA LIBERTAD,SANCHEZ CARRION,1,2020-08-14
2020-08-11,LA LIBERTAD,TRUJILLO,7,2020-08-14
2020-08-11,LAMBAYEQUE,CHICLAYO,1,2020-08-14
2020-08-11,LAMBAYEQUE,LAMBAYEQUE,1,2020-08-14
2020-08-11,LIMA,BARRANCA,2,2020-08-14
2020-08-11,LIMA,HUARAL,1,2020-08-14
2020-08-11,LIMA,HUAROCHIRI,1,2020-08-14
2020-08-11,LIMA,HUAURA,2,2020-08-14
2020-08-11,LIMA,LIMA,78,2020-08-14
2020-08-11,MOQUEGUA,ILO,2,2020-08-14
2020-08-11,MOQUEGUA,MARISCAL NIETO,1,2020-08-14
2020-08-11,PASCO,PASCO,1,2020-08-14
2020-08-11,PIURA,MORROPON,1,2020-08-14
2020-08-11,PIURA,PAITA,1,2020-08-14
2020-08-11,PIURA,PIURA,2,2020-08-14
2020-08-11,PUNO,AZANGARO,1,2020-08-14
2020-08-11,PUNO,PUNO,2,2020-08-14
2020-08-11,PUNO,SAN ROMAN,1,2020-08-14
2020-08-11,SAN MARTIN,RIOJA,1,2020-08-14
2020-08-11,TUMBES,TUMBES,1,2020-08-14
2020-08-12,ANCASH,CASMA,1,2020-08-14
2020-08-12,ANCASH,HUARAZ,1,2020-08-14
2020-08-12,ANCASH,HUARI,1,2020-08-14
2020-08-12,ANCASH,SANTA,1,2020-08-14
2020-08-12,APURIMAC,ABANCAY,2,2020-08-14
2020-08-12,AREQUIPA,AREQUIPA,10,2020-08-14
2020-08-12,AYACUCHO,HUAMANGA,1,2020-08-14
2020-08-12,CAJAMARCA,CAJABAMBA,1,2020-08-14
2020-08-12,CAJAMARCA,CAJAMARCA,1,2020-08-14
2020-08-12,CAJAMARCA,JAEN,1,2020-08-14
2020-08-12,CAJAMARCA,SAN MIGUEL,1,2020-08-14
2020-08-12,CALLAO,CALLAO,5,2020-08-14
2020-08-12,CUSCO,ANTA,1,2020-08-14
2020-08-12,CUSCO,CANAS,1,2020-08-14
2020-08-12,CUSCO,CUSCO,3,2020-08-14
2020-08-12,CUSCO,LA CONVENCION,2,2020-08-14
2020-08-12,HUANCAVELICA,HUANCAVELICA,1,2020-08-14
2020-08-12,HUANCAVELICA,TAYACAJA,1,2020-08-14
2020-08-12,HUANUCO,DOS DE MAYO,1,2020-08-14
2020-08-12,ICA,CHINCHA,1,2020-08-14
2020-08-12,ICA,ICA,3,2020-08-14
2020-08-12,ICA,NAZCA,1,2020-08-14
2020-08-12,ICA,PISCO,1,2020-08-14
2020-08-12,JUNIN,CHANCHAMAYO,1,2020-08-14
2020-08-12,JUNIN,CHUPACA,1,2020-08-14
2020-08-12,JUNIN,HUANCAYO,6,2020-08-14
2020-08-12,JUNIN,SATIPO,1,2020-08-14
2020-08-12,JUNIN,TARMA,1,2020-08-14
2020-08-12,JUNIN,YAULI,1,2020-08-14
2020-08-12,LA LIBERTAD,ASCOPE,2,2020-08-14
2020-08-12,LA LIBERTAD,CHEPEN,1,2020-08-14
2020-08-12,LA LIBERTAD,TRUJILLO,4,2020-08-14
2020-08-12,LAMBAYEQUE,CHICLAYO,2,2020-08-14
2020-08-12,LIMA,BARRANCA,1,2020-08-14
2020-08-12,LIMA,CAÑETE,1,2020-08-14
2020-08-12,LIMA,HUARAL,1,2020-08-14
2020-08-12,LIMA,HUAROCHIRI,2,2020-08-14
2020-08-12,LIMA,HUAURA,3,2020-08-14
2020-08-12,LIMA,LIMA,82,2020-08-14
2020-08-12,MADRE DE DIOS,TAMBOPATA,1,2020-08-14
2020-08-12,MOQUEGUA,ILO,2,2020-08-14
2020-08-12,MOQUEGUA,MARISCAL NIETO,2,2020-08-14
2020-08-12,PIURA,MORROPON,1,2020-08-14
2020-08-12,PIURA,PIURA,2,2020-08-14
2020-08-12,PIURA,SECHURA,1,2020-08-14
2020-08-12,PUNO,MELGAR,1,2020-08-14
2020-08-12,SAN MARTIN,MOYOBAMBA,1,2020-08-14
2020-08-12,SAN MARTIN,PICOTA,1,2020-08-14
2020-08-12,SAN MARTIN,SAN MARTIN,1,2020-08-14
2020-08-12,SAN MARTIN,TOCACHE,1,2020-08-14
2020-08-12,TACNA,TACNA,2,2020-08-14
2020-03-18,LIMA,LIMA,1,2020-08-31
2020-03-19,LIMA,LIMA,3,2020-08-31
2020-03-20,LIMA,LIMA,2,2020-08-31
2020-03-21,PIURA,SULLANA,1,2020-08-31
2020-03-22,CALLAO,CALLAO,1,2020-08-31
2020-03-22,LORETO,MAYNAS,1,2020-08-31
2020-03-23,LIMA,LIMA,1,2020-08-31
2020-03-24,CUSCO,CUSCO,1,2020-08-31
2020-03-24,LA LIBERTAD,TRUJILLO,1,2020-08-31
2020-03-24,LIMA,LIMA,2,2020-08-31
2020-03-26,LA LIBERTAD,TRUJILLO,1,2020-08-31
2020-03-26,LAMBAYEQUE,FERREÑAFE,2,2020-08-31
2020-03-26,LIMA,LIMA,3,2020-08-31
2020-03-27,CUSCO,CUSCO,2,2020-08-31
2020-03-27,LIMA,LIMA,6,2020-08-31
2020-03-28,ANCASH,SANTA,1,2020-08-31
2020-03-28,LIMA,LIMA,3,2020-08-31
2020-03-29,AREQUIPA,CAYLLOMA,1,2020-08-31
2020-03-29,CALLAO,LIMA,2,2020-08-31
2020-03-29,LAMBAYEQUE,CHICLAYO,1,2020-08-31
2020-03-29,LIMA,LIMA,7,2020-08-31
2020-03-29,PIURA,PIURA,1,2020-08-31
2020-03-30,ICA,ICA,1,2020-08-31
2020-03-30,JUNIN,HUANCAYO,1,2020-08-31
2020-03-30,LAMBAYEQUE,CHICLAYO,2,2020-08-31
2020-03-30,LIMA,LIMA,6,2020-08-31
2020-03-30,LORETO,MAYNAS,2,2020-08-31
2020-03-30,TUMBES,ZARUMILLA,1,2020-08-31
2020-03-31,AREQUIPA,AREQUIPA,1,2020-08-31
2020-03-31,CALLAO,CALLAO,2,2020-08-31
2020-03-31,LA LIBERTAD,TRUJILLO,1,2020-08-31
2020-03-31,LAMBAYEQUE,CHICLAYO,1,2020-08-31
2020-03-31,LIMA,HUAURA,1,2020-08-31
2020-03-31,LIMA,LIMA,12,2020-08-31
2020-03-31,LORETO,MARISCAL RAMON CASTILLA,1,2020-08-31
2020-03-31,SAN MARTIN,MOYOBAMBA,1,2020-08-31
2020-04-01,CALLAO,CALLAO,3,2020-08-31
2020-04-01,ICA,CHINCHA,1,2020-08-31
2020-04-01,LAMBAYEQUE,LAMBAYEQUE,1,2020-08-31
2020-04-01,LIMA,LIMA,7,2020-08-31
2020-04-01,TUMBES,ZARUMILLA,1,2020-08-31
2020-04-02,CALLAO,CALLAO,2,2020-08-31
2020-04-02,CUSCO,CUSCO,1,2020-08-31
2020-04-02,ICA,ICA,1,2020-08-31
2020-04-02,LA LIBERTAD,TRUJILLO,1,2020-08-31
2020-04-02,LIMA,LIMA,7,2020-08-31
2020-04-02,LIMA,NA,1,2020-08-31
2020-04-02,PIURA,PIURA,1,2020-08-31
2020-04-02,TUMBES,TUMBES,1,2020-08-31
2020-04-03,CALLAO,CALLAO,1,2020-08-31
2020-04-03,ICA,ICA,1,2020-08-31
2020-04-03,LAMBAYEQUE,CHICLAYO,2,2020-08-31
2020-04-03,LAMBAYEQUE,FERREÑAFE,2,2020-08-31
2020-04-03,LIMA,HUARAL,1,2020-08-31
2020-04-03,LIMA,LIMA,24,2020-08-31
2020-04-03,PIURA,PIURA,1,2020-08-31
2020-04-03,TUMBES,TUMBES,1,2020-08-31
2020-04-04,AREQUIPA,AREQUIPA,4,2020-08-31
2020-04-04,CALLAO,CALLAO,2,2020-08-31
2020-04-04,HUANCAVELICA,HUAROCHIRI,1,2020-08-31
2020-04-04,ICA,ICA,1,2020-08-31
2020-04-04,JUNIN,HUANCAYO,1,2020-08-31
2020-04-04,LA LIBERTAD,ASCOPE,1,2020-08-31
2020-04-04,LAMBAYEQUE,CHICLAYO,3,2020-08-31
2020-04-04,LAMBAYEQUE,FERREÑAFE,2,2020-08-31
2020-04-04,LIMA,LIMA,25,2020-08-31
2020-04-04,PIURA,MORROPON,1,2020-08-31
2020-04-04,PIURA,PIURA,2,2020-08-31
2020-04-04,PIURA,SULLANA,1,2020-08-31
2020-04-04,UCAYALI,NA,1,2020-08-31
2020-04-05,ANCASH,SANTA,1,2020-08-31
2020-04-05,CALLAO,CALLAO,1,2020-08-31
2020-04-05,CALLAO,LIMA,1,2020-08-31
2020-04-05,HUANUCO,PUERTO INCA,1,2020-08-31
2020-04-05,LAMBAYEQUE,CHICLAYO,1,2020-08-31
2020-04-05,LAMBAYEQUE,FERREÑAFE,1,2020-08-31
2020-04-05,LAMBAYEQUE,LAMBAYEQUE,1,2020-08-31
2020-04-05,LIMA,HUAURA,1,2020-08-31
2020-04-05,LIMA,LIMA,6,2020-08-31
2020-04-05,LORETO,MAYNAS,1,2020-08-31
2020-04-05,SAN MARTIN,MOYOBAMBA,1,2020-08-31
2020-04-06,CALLAO,CALLAO,4,2020-08-31
2020-04-06,CALLAO,LIMA,1,2020-08-31
2020-04-06,LA LIBERTAD,SANCHEZ CARRION,1,2020-08-31
2020-04-06,LA LIBERTAD,TRUJILLO,1,2020-08-31
2020-04-06,LAMBAYEQUE,CHICLAYO,2,2020-08-31
2020-04-06,LAMBAYEQUE,FERREÑAFE,2,2020-08-31
2020-04-06,LIMA,LIMA,15,2020-08-31
2020-04-06,LIMA,NA,1,2020-08-31
2020-04-06,PIURA,PIURA,1,2020-08-31
2020-04-06,TUMBES,TUMBES,2,2020-08-31
2020-04-07,ANCASH,SANTA,3,2020-08-31
2020-04-07,CALLAO,CALLAO,1,2020-08-31
2020-04-07,CALLAO,LIMA,1,2020-08-31
2020-04-07,LAMBAYEQUE,CHICLAYO,1,2020-08-31
2020-04-07,LAMBAYEQUE,FERREÑAFE,1,2020-08-31
2020-04-07,LIMA,LIMA,18,2020-08-31
2020-04-07,LIMA,NA,1,2020-08-31
2020-04-07,LORETO,MAYNAS,1,2020-08-31
2020-04-07,PIURA,MORROPON,1,2020-08-31
2020-04-07,PIURA,PIURA,1,2020-08-31
2020-04-08,ANCASH,HUARAZ,1,2020-08-31
2020-04-08,ANCASH,SANTA,1,2020-08-31
2020-04-08,CALLAO,CALLAO,1,2020-08-31
2020-04-08,LA LIBERTAD,CHEPEN,1,2020-08-31
2020-04-08,LAMBAYEQUE,CHICLAYO,5,2020-08-31
2020-04-08,LAMBAYEQUE,FERREÑAFE,1,2020-08-31
2020-04-08,LAMBAYEQUE,LAMBAYEQUE,3,2020-08-31
2020-04-08,LAMBAYEQUE,LIMA,1,2020-08-31
2020-04-08,LIMA,CAÑETE,1,2020-08-31
2020-04-08,LIMA,HUAURA,1,2020-08-31
2020-04-08,LIMA,LIMA,38,2020-08-31
2020-04-08,LORETO,MAYNAS,1,2020-08-31
2020-04-08,PIURA,PIURA,2,2020-08-31
2020-04-09,CALLAO,CALLAO,3,2020-08-31
2020-04-09,ICA,ICA,2,2020-08-31
