fecha_fallecimiento,departamento,provincia,n,corte
2020-04-27,ANCASH,SANTA,13,2020-08-01
2020-04-27,ANCASH,NA,1,2020-08-01
2020-04-27,CAJAMARCA,JAEN,1,2020-08-01
2020-04-27,CALLAO,CALLAO,7,2020-08-01
2020-04-27,CALLAO,NA,2,2020-08-01
2020-04-27,ICA,CHINCHA,2,2020-08-01
2020-04-27,ICA,ICA,1,2020-08-01
2020-04-27,JUNIN,HUANCAYO,1,2020-08-01
2020-04-27,LA LIBERTAD,CHEPEN,1,2020-08-01
2020-04-27,LA LIBERTAD,TRUJILLO,2,2020-08-01
2020-04-27,LAMBAYEQUE,CHICLAYO,15,2020-08-01
2020-04-27,LAMBAYEQUE,FERREÑAFE,3,2020-08-01
2020-04-27,LAMBAYEQUE,JAEN,1,2020-08-01
2020-04-27,LAMBAYEQUE,LAMBAYEQUE,2,2020-08-01
2020-04-27,LAMBAYEQUE,NA,7,2020-08-01
2020-04-27,LIMA,CAÑETE,2,2020-08-01
2020-04-27,LIMA,HUARAL,1,2020-08-01
2020-04-27,LIMA,HUAURA,1,2020-08-01
2020-04-27,LIMA,LIMA,78,2020-08-01
2020-04-27,LIMA,NA,1,2020-08-01
2020-04-27,LORETO,MAYNAS,7,2020-08-01
2020-04-27,LORETO,NA,6,2020-08-01
2020-04-27,PIURA,MORROPON,1,2020-08-01
2020-04-27,PIURA,PIURA,11,2020-08-01
2020-04-27,PIURA,SULLANA,1,2020-08-01
2020-04-27,PIURA,NA,1,2020-08-01
2020-04-27,SAN MARTIN,SAN MARTIN,1,2020-08-01
2020-04-27,UCAYALI,CORONEL PORTILLO,1,2020-08-01
2020-04-28,ANCASH,CASMA,1,2020-08-01
2020-04-28,CALLAO,CALLAO,6,2020-08-01
2020-04-28,CALLAO,NA,2,2020-08-01
2020-04-28,ICA,CHINCHA,4,2020-08-01
2020-04-28,ICA,ICA,1,2020-08-01
2020-04-28,ICA,PALPA,1,2020-08-01
2020-04-28,LA LIBERTAD,ASCOPE,1,2020-08-01
2020-04-28,LA LIBERTAD,CHEPEN,3,2020-08-01
2020-04-28,LA LIBERTAD,TRUJILLO,3,2020-08-01
2020-04-28,LAMBAYEQUE,CHICLAYO,17,2020-08-01
2020-04-28,LAMBAYEQUE,LAMBAYEQUE,1,2020-08-01
2020-04-28,LAMBAYEQUE,NA,8,2020-08-01
2020-04-28,LIMA,CAÑETE,1,2020-08-01
2020-04-28,LIMA,LIMA,76,2020-08-01
2020-04-28,LIMA,NA,3,2020-08-01
2020-04-28,LORETO,MAYNAS,17,2020-08-01
2020-04-28,LORETO,NA,9,2020-08-01
2020-04-28,PIURA,PAITA,1,2020-08-01
2020-04-28,PIURA,PIURA,10,2020-08-01
2020-04-28,PIURA,SECHURA,1,2020-08-01
2020-04-28,PIURA,SULLANA,1,2020-08-01
2020-04-28,PIURA,TALARA,1,2020-08-01
2020-04-28,UCAYALI,CORONEL PORTILLO,3,2020-08-01
2020-04-29,ANCASH,SANTA,3,2020-08-01
2020-04-29,ANCASH,NA,1,2020-08-01
2020-04-29,CAJAMARCA,SANTA CRUZ,1,2020-08-01
2020-04-29,CALLAO,CALLAO,12,2020-08-01
2020-04-29,CALLAO,NA,3,2020-08-01
2020-04-29,ICA,CHINCHA,2,2020-08-01
2020-04-29,ICA,NAZCA,1,2020-08-01
2020-04-29,LA LIBERTAD,CHEPEN,1,2020-08-01
2020-04-29,LA LIBERTAD,PACASMAYO,1,2020-08-01
2020-04-29,LAMBAYEQUE,CHICLAYO,14,2020-08-01
2020-04-29,LAMBAYEQUE,FERREÑAFE,1,2020-08-01
2020-04-29,LAMBAYEQUE,LAMBAYEQUE,1,2020-08-01
2020-04-29,LAMBAYEQUE,NA,5,2020-08-01
2020-04-29,LIMA,HUARAL,1,2020-08-01
2020-04-29,LIMA,LIMA,60,2020-08-01
2020-04-29,LIMA,NA,2,2020-08-01
2020-04-29,LORETO,MAYNAS,14,2020-08-01
2020-04-29,LORETO,NA,14,2020-08-01
2020-04-29,PIURA,MORROPON,1,2020-08-01
2020-04-29,PIURA,PAITA,2,2020-08-01
2020-04-29,PIURA,PIURA,11,2020-08-01
2020-04-29,PIURA,SULLANA,3,2020-08-01
2020-04-29,PIURA,TALARA,1,2020-08-01
2020-04-29,PUNO,SAN ROMAN,1,2020-08-01
2020-04-29,SAN MARTIN,SAN MARTIN,1,2020-08-01
2020-04-29,UCAYALI,NA,2,2020-08-01
2020-04-30,ANCASH,HUARAZ,2,2020-08-01
2020-04-30,ANCASH,HUARMEY,1,2020-08-01
2020-04-30,ANCASH,SANTA,3,2020-08-01
2020-04-30,ANCASH,NA,1,2020-08-01
2020-04-30,CALLAO,CALLAO,13,2020-08-01
2020-04-30,CALLAO,NA,3,2020-08-01
2020-04-30,HUANUCO,LEONCIO PRADO,1,2020-08-01
2020-04-30,ICA,CHINCHA,4,2020-08-01
2020-04-30,ICA,ICA,1,2020-08-01
2020-04-30,ICA,NA,4,2020-08-01
2020-04-30,LA LIBERTAD,CHEPEN,1,2020-08-01
2020-04-30,LA LIBERTAD,TRUJILLO,2,2020-08-01
2020-04-30,LAMBAYEQUE,CHICLAYO,18,2020-08-01
2020-04-30,LAMBAYEQUE,LAMBAYEQUE,6,2020-08-01
2020-04-30,LAMBAYEQUE,NA,3,2020-08-01
2020-04-30,LIMA,BARRANCA,1,2020-08-01
2020-04-30,LIMA,CAÑETE,3,2020-08-01
2020-04-30,LIMA,HUARAL,1,2020-08-01
2020-04-30,LIMA,LIMA,68,2020-08-01
2020-04-30,LIMA,NA,3,2020-08-01
2020-04-30,LORETO,MARISCAL RAMON CASTILLA,1,2020-08-01
2020-04-30,LORETO,MAYNAS,11,2020-08-01
2020-04-30,LORETO,NA,14,2020-08-01
2020-04-30,PIURA,MORROPON,1,2020-08-01
2020-04-30,PIURA,PIURA,9,2020-08-01
2020-04-30,PIURA,SULLANA,5,2020-08-01
2020-04-30,UCAYALI,NA,2,2020-08-01
2020-05-01,AMAZONAS,UTCUBAMBA,1,2020-08-01
2020-05-01,ANCASH,SANTA,2,2020-08-01
2020-05-01,ANCASH,NA,2,2020-08-01
2020-05-01,AREQUIPA,AREQUIPA,1,2020-08-01
2020-05-01,CAJAMARCA,JAEN,1,2020-08-01
2020-05-01,CALLAO,CALLAO,9,2020-08-01
2020-05-01,CALLAO,NA,1,2020-08-01
2020-05-01,HUANUCO,HUANUCO,2,2020-08-01
2020-05-01,ICA,CHINCHA,3,2020-08-01
2020-05-01,ICA,ICA,1,2020-08-01
2020-05-01,ICA,NAZCA,1,2020-08-01
2020-05-01,ICA,NA,2,2020-08-01
2020-05-01,LA LIBERTAD,CHEPEN,3,2020-08-01
2020-05-01,LA LIBERTAD,TRUJILLO,2,2020-08-01
2020-05-01,LAMBAYEQUE,CHICLAYO,16,2020-08-01
2020-05-01,LAMBAYEQUE,FERREÑAFE,1,2020-08-01
2020-05-01,LAMBAYEQUE,LAMBAYEQUE,2,2020-08-01
2020-05-01,LAMBAYEQUE,NA,3,2020-08-01
2020-05-01,LIMA,HUARAL,2,2020-08-01
2020-05-01,LIMA,LIMA,104,2020-08-01
2020-05-01,LIMA,NA,10,2020-08-01
2020-05-01,LORETO,MARISCAL RAMON CASTILLA,1,2020-08-01
2020-05-01,LORETO,MAYNAS,17,2020-08-01
2020-05-01,LORETO,NA,8,2020-08-01
2020-05-01,PASCO,NA,1,2020-08-01
2020-05-01,PIURA,MORROPON,1,2020-08-01
2020-05-01,PIURA,PAITA,2,2020-08-01
2020-05-01,PIURA,PIURA,4,2020-08-01
2020-05-01,PIURA,SECHURA,1,2020-08-01
2020-05-01,PIURA,SULLANA,3,2020-08-01
2020-05-01,PIURA,TALARA,1,2020-08-01
2020-05-01,PIURA,NA,1,2020-08-01
2020-05-01,TUMBES,CONTRALMIRANTE VILLAR,1,2020-08-01
2020-05-01,TUMBES,ZARUMILLA,1,2020-08-01
2020-05-01,TUMBES,NA,1,2020-08-01
2020-05-01,UCAYALI,CORONEL PORTILLO,2,2020-08-01
2020-05-01,UCAYALI,NA,6,2020-08-01
2020-05-02,ANCASH,HUARAZ,1,2020-08-01
2020-05-02,ANCASH,SANTA,5,2020-08-01
2020-05-02,ANCASH,NA,4,2020-08-01
2020-05-02,AREQUIPA,AREQUIPA,1,2020-08-01
2020-05-02,CALLAO,CALLAO,8,2020-08-01
2020-05-02,CALLAO,NA,3,2020-08-01
2020-05-02,HUANUCO,PUERTO INCA,1,2020-08-01
2020-05-02,ICA,CHINCHA,2,2020-08-01
2020-05-02,ICA,ICA,1,2020-08-01
2020-05-02,ICA,NA,1,2020-08-01
2020-05-02,JUNIN,CHANCHAMAYO,1,2020-08-01
2020-05-02,JUNIN,CHUPACA,1,2020-08-01
2020-05-02,LA LIBERTAD,ASCOPE,1,2020-08-01
2020-05-02,LA LIBERTAD,CHEPEN,4,2020-08-01
2020-05-02,LA LIBERTAD,TRUJILLO,3,2020-08-01
2020-05-02,LAMBAYEQUE,CHICLAYO,14,2020-08-01
2020-05-02,LAMBAYEQUE,LAMBAYEQUE,2,2020-08-01
2020-05-02,LAMBAYEQUE,NA,4,2020-08-01
2020-05-02,LIMA,HUARAL,2,2020-08-01
2020-05-02,LIMA,HUAURA,3,2020-08-01
2020-05-02,LIMA,LIMA,77,2020-08-01
2020-05-02,LIMA,OYON,1,2020-08-01
2020-05-02,LIMA,NA,7,2020-08-01
2020-05-02,LORETO,MAYNAS,5,2020-08-01
2020-05-02,LORETO,NA,16,2020-08-01
2020-05-02,PASCO,NA,1,2020-08-01
2020-05-02,PIURA,MORROPON,4,2020-08-01
2020-05-02,PIURA,PIURA,6,2020-08-01
2020-05-02,PIURA,SECHURA,1,2020-08-01
2020-05-02,PIURA,SULLANA,5,2020-08-01
2020-05-02,PIURA,TALARA,2,2020-08-01
2020-05-02,TACNA,TACNA,1,2020-08-01
2020-05-02,TUMBES,TUMBES,2,2020-08-01
2020-05-02,UCAYALI,CORONEL PORTILLO,1,2020-08-01
2020-05-02,UCAYALI,NA,3,2020-08-01
2020-05-03,AMAZONAS,BAGUA,1,2020-08-01
2020-05-03,ANCASH,SANTA,5,2020-08-01
2020-05-03,ANCASH,NA,1,2020-08-01
2020-05-03,AYACUCHO,HUANTA,1,2020-08-01
2020-05-03,CALLAO,CALLAO,12,2020-08-01
2020-05-03,CALLAO,NA,4,2020-08-01
2020-05-03,ICA,CHINCHA,1,2020-08-01
2020-05-03,ICA,PALPA,1,2020-08-01
2020-05-03,ICA,PISCO,1,2020-08-01
2020-05-03,ICA,NA,5,2020-08-01
2020-05-03,JUNIN,HUANCAYO,1,2020-08-01
2020-05-03,LA LIBERTAD,CHEPEN,2,2020-08-01
2020-05-03,LA LIBERTAD,TRUJILLO,1,2020-08-01
2020-05-03,LAMBAYEQUE,CHICLAYO,15,2020-08-01
2020-05-03,LAMBAYEQUE,FERREÑAFE,1,2020-08-01
2020-05-03,LAMBAYEQUE,LAMBAYEQUE,2,2020-08-01
2020-05-03,LAMBAYEQUE,NA,5,2020-08-01
2020-05-03,LIMA,CAÑETE,2,2020-08-01
2020-05-03,LIMA,HUAURA,2,2020-08-01
2020-05-03,LIMA,LIMA,93,2020-08-01
2020-05-03,LIMA,NA,9,2020-08-01
2020-05-03,LORETO,MAYNAS,4,2020-08-01
2020-05-03,LORETO,NA,13,2020-08-01
2020-05-03,PIURA,AYABACA,1,2020-08-01
2020-05-03,PIURA,PAITA,1,2020-08-01
2020-05-03,PIURA,PIURA,15,2020-08-01
2020-05-03,PIURA,SULLANA,4,2020-08-01
2020-05-03,PIURA,NA,1,2020-08-01
2020-05-03,PUNO,YUNGUYO,1,2020-08-01
2020-05-03,UCAYALI,CORONEL PORTILLO,1,2020-08-01
2020-05-03,UCAYALI,NA,2,2020-08-01
2020-05-04,AMAZONAS,UTCUBAMBA,1,2020-08-01
2020-05-04,ANCASH,SANTA,2,2020-08-01
2020-05-04,ANCASH,NA,2,2020-08-01
2020-05-04,AYACUCHO,LUCANAS,1,2020-08-01
2020-05-04,CALLAO,CALLAO,11,2020-08-01
2020-05-04,CALLAO,NA,2,2020-08-01
2020-05-04,HUANUCO,DOS DE MAYO,1,2020-08-01
2020-05-04,ICA,CHINCHA,2,2020-08-01
2020-05-04,ICA,ICA,3,2020-08-01
2020-05-04,ICA,PALPA,1,2020-08-01
2020-05-04,ICA,PISCO,1,2020-08-01
2020-05-04,ICA,NA,1,2020-08-01
2020-05-04,JUNIN,HUANCAYO,2,2020-08-01
2020-05-04,JUNIN,YAULI,1,2020-08-01
2020-05-04,LA LIBERTAD,CHEPEN,2,2020-08-01
2020-05-04,LA LIBERTAD,TRUJILLO,1,2020-08-01
2020-05-04,LAMBAYEQUE,CHICLAYO,7,2020-08-01
2020-05-04,LAMBAYEQUE,FERREÑAFE,1,2020-08-01
2020-05-04,LAMBAYEQUE,LAMBAYEQUE,2,2020-08-01
2020-05-04,LAMBAYEQUE,NA,7,2020-08-01
2020-05-04,LIMA,LIMA,82,2020-08-01
2020-05-04,LIMA,NA,25,2020-08-01
2020-05-04,LORETO,REQUENA,1,2020-08-01
2020-05-04,LORETO,NA,15,2020-08-01
2020-05-04,PIURA,MORROPON,1,2020-08-01
2020-05-04,PIURA,PIURA,10,2020-08-01
2020-05-04,PIURA,SULLANA,2,2020-08-01
2020-05-04,PIURA,TALARA,2,2020-08-01
2020-05-04,PIURA,NA,1,2020-08-01
2020-05-04,TUMBES,TUMBES,2,2020-08-01
2020-05-04,UCAYALI,CORONEL PORTILLO,1,2020-08-01
2020-05-04,UCAYALI,NA,1,2020-08-01
2020-05-05,AMAZONAS,BAGUA,1,2020-08-01
2020-05-05,AMAZONAS,UTCUBAMBA,1,2020-08-01
2020-05-05,ANCASH,SANTA,2,2020-08-01
2020-05-05,ANCASH,NA,3,2020-08-01
2020-05-05,CALLAO,CALLAO,15,2020-08-01
2020-05-05,CALLAO,NA,1,2020-08-01
2020-05-05,HUANUCO,DOS DE MAYO,1,2020-08-01
2020-05-05,HUANUCO,HUANUCO,2,2020-08-01
2020-05-05,ICA,CHINCHA,2,2020-08-01
2020-05-05,ICA,ICA,2,2020-08-01
2020-05-05,ICA,NA,1,2020-08-01
2020-05-05,LA LIBERTAD,ASCOPE,1,2020-08-01
2020-05-05,LA LIBERTAD,CHEPEN,2,2020-08-01
2020-05-05,LA LIBERTAD,VIRU,1,2020-08-01
2020-05-05,LAMBAYEQUE,CHICLAYO,12,2020-08-01
2020-05-05,LAMBAYEQUE,FERREÑAFE,1,2020-08-01
2020-05-05,LAMBAYEQUE,NA,12,2020-08-01
2020-05-05,LIMA,CAÑETE,2,2020-08-01
2020-05-05,LIMA,HUARAL,1,2020-08-01
2020-05-05,LIMA,LIMA,84,2020-08-01
2020-05-05,LIMA,NA,38,2020-08-01
2020-05-05,LORETO,DATEM DEL MARAÑON,1,2020-08-01
2020-05-05,LORETO,MARISCAL RAMON CASTILLA,4,2020-08-01
2020-05-05,LORETO,MAYNAS,5,2020-08-01
2020-05-05,LORETO,NA,16,2020-08-01
2020-05-05,PIURA,AYABACA,1,2020-08-01
2020-05-05,PIURA,MORROPON,2,2020-08-01
2020-05-05,PIURA,PAITA,3,2020-08-01
2020-05-05,PIURA,PIURA,6,2020-08-01
2020-05-05,PIURA,SULLANA,4,2020-08-01
2020-05-05,PIURA,NA,2,2020-08-01
2020-05-05,PUNO,HUANCANE,1,2020-08-01
2020-05-05,TACNA,TACNA,1,2020-08-01
2020-05-05,TUMBES,TUMBES,2,2020-08-01
2020-05-05,UCAYALI,CORONEL PORTILLO,3,2020-08-01
2020-05-05,UCAYALI,NA,3,2020-08-01
2020-05-06,AMAZONAS,BAGUA,1,2020-08-01
2020-05-06,AMAZONAS,UTCUBAMBA,1,2020-08-01
2020-05-06,ANCASH,HUARAZ,1,2020-08-01
2020-05-06,ANCASH,SANTA,4,2020-08-01
2020-05-06,ANCASH,NA,11,2020-08-01
2020-05-06,CAJAMARCA,CAJAMARCA,1,2020-08-01
2020-05-06,CALLAO,CALLAO,10,2020-08-01
2020-05-06,CALLAO,NA,7,2020-08-01
2020-05-06,HUANUCO,HUANUCO,1,2020-08-01
2020-05-06,ICA,CHINCHA,5,2020-08-01
2020-05-06,ICA,ICA,2,2020-08-01
2020-05-06,ICA,PALPA,1,2020-08-01
2020-05-06,LA LIBERTAD,CHEPEN,3,2020-08-01
2020-05-06,LA LIBERTAD,TRUJILLO,2,2020-08-01
2020-05-06,LAMBAYEQUE,CHICLAYO,14,2020-08-01
2020-05-06,LAMBAYEQUE,LAMBAYEQUE,3,2020-08-01
2020-05-06,LAMBAYEQUE,NA,11,2020-08-01
2020-05-06,LIMA,CAÑETE,1,2020-08-01
2020-05-06,LIMA,HUARAL,1,2020-08-01
2020-05-06,LIMA,HUAURA,1,2020-08-01
2020-05-06,LIMA,LIMA,85,2020-08-01
2020-05-06,LIMA,NA,14,2020-08-01
2020-05-06,LORETO,LORETO,1,2020-08-01
2020-05-06,LORETO,MAYNAS,4,2020-08-01
2020-05-06,LORETO,NA,15,2020-08-01
2020-05-06,MADRE DE DIOS,NA,1,2020-08-01
2020-05-06,PASCO,NA,1,2020-08-01
2020-05-06,PIURA,MORROPON,3,2020-08-01
2020-05-06,PIURA,PIURA,16,2020-08-01
2020-05-06,PIURA,SULLANA,8,2020-08-01
2020-05-06,TUMBES,TUMBES,3,2020-08-01
2020-05-06,TUMBES,ZARUMILLA,1,2020-08-01
2020-05-06,UCAYALI,CORONEL PORTILLO,2,2020-08-01
2020-05-06,UCAYALI,NA,1,2020-08-01
2020-05-07,ANCASH,HUARAZ,1,2020-08-01
2020-05-07,ANCASH,NA,9,2020-08-01
2020-05-07,AREQUIPA,NA,3,2020-08-01
2020-05-07,AYACUCHO,HUANTA,1,2020-08-01
2020-05-07,CALLAO,CALLAO,12,2020-08-01
2020-05-07,CALLAO,NA,6,2020-08-01
2020-05-07,HUANUCO,HUANUCO,1,2020-08-01
2020-05-07,ICA,CHINCHA,3,2020-08-01
2020-05-07,ICA,PISCO,2,2020-08-01
2020-05-07,ICA,NA,1,2020-08-01
2020-05-07,LA LIBERTAD,CHEPEN,2,2020-08-01
2020-05-07,LA LIBERTAD,PACASMAYO,1,2020-08-01
2020-05-07,LAMBAYEQUE,CHICLAYO,8,2020-08-01
2020-05-07,LAMBAYEQUE,LAMBAYEQUE,4,2020-08-01
2020-05-07,LAMBAYEQUE,NA,15,2020-08-01
2020-05-07,LIMA,CAÑETE,1,2020-08-01
2020-05-07,LIMA,LIMA,86,2020-08-01
2020-05-07,LIMA,NA,15,2020-08-01
2020-05-07,LORETO,NA,8,2020-08-01
2020-05-07,PIURA,PAITA,1,2020-08-01
2020-05-07,PIURA,PIURA,3,2020-08-01
2020-05-07,PIURA,SULLANA,7,2020-08-01
2020-05-07,PIURA,NA,5,2020-08-01
2020-05-07,SAN MARTIN,BELLAVISTA,1,2020-08-01
2020-05-07,SAN MARTIN,NA,1,2020-08-01
2020-05-07,TUMBES,TUMBES,1,2020-08-01
2020-05-07,TUMBES,ZARUMILLA,2,2020-08-01
2020-05-07,UCAYALI,CORONEL PORTILLO,2,2020-08-01
2020-05-07,UCAYALI,NA,1,2020-08-01
2020-05-08,ANCASH,SANTA,1,2020-08-01
2020-05-08,ANCASH,NA,10,2020-08-01
2020-05-08,CALLAO,CALLAO,12,2020-08-01
2020-05-08,CALLAO,NA,8,2020-08-01
2020-05-08,ICA,CHINCHA,3,2020-08-01
2020-05-08,ICA,ICA,2,2020-08-01
2020-05-08,ICA,PALPA,1,2020-08-01
2020-05-08,ICA,PISCO,1,2020-08-01
2020-05-08,ICA,NA,1,2020-08-01
2020-05-08,JUNIN,CHUPACA,2,2020-08-01
2020-05-08,JUNIN,JAUJA,1,2020-08-01
2020-05-08,JUNIN,JUNIN,1,2020-08-01
2020-05-08,LA LIBERTAD,CHEPEN,2,2020-08-01
2020-05-08,LA LIBERTAD,TRUJILLO,4,2020-08-01
2020-05-08,LAMBAYEQUE,CHICLAYO,11,2020-08-01
2020-05-08,LAMBAYEQUE,FERREÑAFE,1,2020-08-01
2020-05-08,LAMBAYEQUE,NA,7,2020-08-01
2020-05-08,LIMA,CAÑETE,2,2020-08-01
2020-05-08,LIMA,HUARAL,1,2020-08-01
2020-05-08,LIMA,LIMA,89,2020-08-01
2020-05-08,LIMA,NA,12,2020-08-01
2020-05-08,LORETO,MAYNAS,2,2020-08-01
2020-05-08,LORETO,REQUENA,3,2020-08-01
2020-05-08,LORETO,NA,10,2020-08-01
2020-05-08,PIURA,MORROPON,1,2020-08-01
2020-05-08,PIURA,PAITA,2,2020-08-01
2020-05-08,PIURA,PIURA,7,2020-08-01
2020-05-08,PIURA,SECHURA,2,2020-08-01
2020-05-08,PIURA,SULLANA,9,2020-08-01
2020-05-08,PIURA,TALARA,5,2020-08-01
2020-05-08,PIURA,NA,3,2020-08-01
2020-05-08,SAN MARTIN,BELLAVISTA,1,2020-08-01
2020-05-08,SAN MARTIN,NA,1,2020-08-01
2020-05-08,TUMBES,TUMBES,2,2020-08-01
2020-05-08,UCAYALI,CORONEL PORTILLO,3,2020-08-01
2020-05-08,UCAYALI,NA,1,2020-08-01
2020-05-09,AMAZONAS,LUYA,1,2020-08-01
2020-05-09,ANCASH,SANTA,2,2020-08-01
2020-05-09,ANCASH,NA,7,2020-08-01
2020-05-09,CALLAO,CALLAO,9,2020-08-01
2020-05-09,CALLAO,NA,6,2020-08-01
2020-05-09,HUANUCO,HUANUCO,1,2020-08-01
2020-05-09,ICA,ICA,3,2020-08-01
2020-05-09,JUNIN,HUANCAYO,2,2020-08-01
2020-05-09,JUNIN,TARMA,1,2020-08-01
2020-05-09,LA LIBERTAD,ASCOPE,2,2020-08-01
2020-05-09,LA LIBERTAD,CHEPEN,1,2020-08-01
2020-05-09,LA LIBERTAD,PACASMAYO,1,2020-08-01
2020-05-09,LA LIBERTAD,TRUJILLO,4,2020-08-01
2020-05-09,LAMBAYEQUE,CHICLAYO,8,2020-08-01
2020-05-09,LAMBAYEQUE,LAMBAYEQUE,1,2020-08-01
2020-05-09,LAMBAYEQUE,NA,12,2020-08-01
2020-05-09,LIMA,CAÑETE,1,2020-08-01
2020-05-09,LIMA,HUARAL,1,2020-08-01
2020-05-09,LIMA,HUAROCHIRI,1,2020-08-01
2020-05-09,LIMA,HUAURA,1,2020-08-01
2020-05-09,LIMA,LIMA,105,2020-08-01
2020-05-09,LIMA,NA,21,2020-08-01
2020-05-09,LORETO,MAYNAS,2,2020-08-01
2020-05-09,LORETO,REQUENA,2,2020-08-01
2020-05-09,LORETO,NA,15,2020-08-01
2020-05-09,MADRE DE DIOS,NA,1,2020-08-01
2020-05-09,PIURA,MORROPON,2,2020-08-01
2020-05-09,PIURA,PIURA,7,2020-08-01
2020-05-09,PIURA,SULLANA,4,2020-08-01
2020-05-09,PIURA,TALARA,1,2020-08-01
2020-05-09,PIURA,NA,4,2020-08-01
2020-05-09,SAN MARTIN,NA,1,2020-08-01
2020-05-09,TUMBES,TUMBES,4,2020-08-01
2020-05-09,UCAYALI,CORONEL PORTILLO,1,2020-08-01
2020-05-09,UCAYALI,NA,2,2020-08-01
2020-05-10,AMAZONAS,NA,2,2020-08-01
2020-05-10,ANCASH,HUARAZ,1,2020-08-01
2020-05-10,ANCASH,SANTA,2,2020-08-01
2020-05-10,ANCASH,NA,5,2020-08-01
2020-05-10,AREQUIPA,NA,1,2020-08-01
2020-05-10,CAJAMARCA,CHOTA,1,2020-08-01
2020-05-10,CALLAO,CALLAO,8,2020-08-01
2020-05-10,CALLAO,NA,8,2020-08-01
2020-05-10,ICA,CHINCHA,3,2020-08-01
2020-05-10,JUNIN,CHANCHAMAYO,4,2020-08-01
2020-05-10,JUNIN,CHUPACA,1,2020-08-01
2020-05-10,JUNIN,YAULI,1,2020-08-01
2020-05-10,LAMBAYEQUE,CHICLAYO,2,2020-08-01
2020-05-10,LAMBAYEQUE,LAMBAYEQUE,3,2020-08-01
2020-05-10,LAMBAYEQUE,NA,14,2020-08-01
2020-05-10,LIMA,LIMA,98,2020-08-01
2020-05-10,LIMA,NA,25,2020-08-01
2020-05-10,LORETO,MAYNAS,12,2020-08-01
2020-05-10,LORETO,NA,3,2020-08-01
2020-05-10,PIURA,PAITA,2,2020-08-01
2020-05-10,PIURA,PIURA,13,2020-08-01
2020-05-10,PIURA,SULLANA,6,2020-08-01
2020-05-10,PIURA,NA,5,2020-08-01
2020-05-10,SAN MARTIN,PICOTA,1,2020-08-01
2020-05-10,SAN MARTIN,NA,2,2020-08-01
2020-05-10,TUMBES,TUMBES,1,2020-08-01
2020-05-10,UCAYALI,CORONEL PORTILLO,1,2020-08-01
2020-05-10,UCAYALI,PADRE ABAD,1,2020-08-01
2020-05-11,AMAZONAS,NA,1,2020-08-01
2020-05-11,ANCASH,SANTA,1,2020-08-01
2020-05-11,ANCASH,NA,5,2020-08-01
2020-05-11,AREQUIPA,NA,1,2020-08-01
2020-05-11,CALLAO,CALLAO,13,2020-08-01
2020-05-11,CALLAO,NA,6,2020-08-01
2020-05-11,ICA,CHINCHA,9,2020-08-01
2020-05-11,ICA,ICA,5,2020-08-01
2020-05-11,JUNIN,CHANCHAMAYO,1,2020-08-01
2020-05-11,JUNIN,HUANCAYO,1,2020-08-01
2020-05-11,LA LIBERTAD,ASCOPE,1,2020-08-01
2020-05-11,LA LIBERTAD,CHEPEN,4,2020-08-01
2020-05-11,LA LIBERTAD,PACASMAYO,2,2020-08-01
2020-05-11,LA LIBERTAD,TRUJILLO,3,2020-08-01
2020-05-11,LAMBAYEQUE,CHICLAYO,8,2020-08-01
2020-05-11,LAMBAYEQUE,NA,12,2020-08-01
2020-05-11,LIMA,LIMA,100,2020-08-01
2020-05-11,LIMA,NA,21,2020-08-01
2020-05-11,LORETO,ALTO AMAZONAS,1,2020-08-01
2020-05-11,LORETO,MAYNAS,16,2020-08-01
2020-05-11,LORETO,REQUENA,1,2020-08-01
2020-05-11,LORETO,NA,6,2020-08-01
2020-05-11,PIURA,MORROPON,3,2020-08-01
2020-05-11,PIURA,PAITA,2,2020-08-01
2020-05-11,PIURA,PIURA,9,2020-08-01
2020-05-11,PIURA,SULLANA,7,2020-08-01
2020-05-11,PIURA,TALARA,1,2020-08-01
2020-05-11,PIURA,NA,3,2020-08-01
2020-05-11,TUMBES,CONTRALMIRANTE VILLAR,1,2020-08-01
2020-05-11,TUMBES,TUMBES,2,2020-08-01
2020-05-11,TUMBES,ZARUMILLA,3,2020-08-01
2020-05-11,UCAYALI,CORONEL PORTILLO,7,2020-08-01
2020-05-12,ANCASH,SANTA,1,2020-08-01
2020-05-12,ANCASH,NA,9,2020-08-01
2020-05-12,CALLAO,CALLAO,4,2020-08-01
2020-05-12,CALLAO,NA,13,2020-08-01
2020-05-12,CUSCO,ESPINAR,1,2020-08-01
2020-05-12,ICA,CHINCHA,3,2020-08-01
2020-05-12,ICA,PALPA,1,2020-08-01
2020-05-12,JUNIN,CHUPACA,2,2020-08-01
2020-05-12,LA LIBERTAD,ASCOPE,1,2020-08-01
2020-05-12,LAMBAYEQUE,CHICLAYO,7,2020-08-01
2020-05-12,LAMBAYEQUE,NA,9,2020-08-01
2020-05-12,LIMA,LIMA,99,2020-08-01
2020-05-12,LIMA,NA,17,2020-08-01
2020-05-12,LORETO,MAYNAS,1,2020-08-01
2020-05-12,LORETO,REQUENA,3,2020-08-01
2020-05-12,LORETO,NA,1,2020-08-01
2020-05-12,PIURA,MORROPON,1,2020-08-01
2020-05-12,PIURA,PAITA,2,2020-08-01
2020-05-12,PIURA,PIURA,2,2020-08-01
2020-05-12,PIURA,SULLANA,7,2020-08-01
2020-05-12,TUMBES,TUMBES,2,2020-08-01
